Protein,p_ID
RPSAP29,p023237
RPSAP61,p023238
CIAPIN1P,p023239
LOC644422,p023240
RPS19P3,p023241
LOC645086,p023242
SUMO2P1,p023243
RPLP0P3,p023244
RPLP2P3,p023245
LOC284685,p023246
UBE2MP1,p023247
RPS25P8,p023248
IGBP1P1,p023249
IGHV1OR15-9,p023250
FAM179B,p023251
HMCN2,p023252
LINC00322,p023253
LRRC34,p023254
PNMAL2,p023255
SLC17A6,p023256
ZNF616,p023257
C3orf67,p023258
FAM189A1,p023259
GRM6,p023260
PKD1L1,p023261
RAD21L1,p023262
LOC728026,p023263
COMMD3-BMI1,p023264
RBM20,p023265
ANO10,p023266
LOC100129118,p023267
MBOAT2,p023268
LOC100507703,p023269
SAMD8,p023270
ERVK3-1,p023271
VN1R5,p023272
BTBD11,p023273
LRRC2,p023274
ERAP2,p023275
TMEM138,p023276
LOC100506055,p023277
SFT2D3,p023278
SPBC30D10.02,p023279
LILRB5,p023280
KLHL30-AS1,p023281
ACSL5,p023282
MFSD7,p023283
PLXDC1,p023284
TBC1D12,p023285
MROH6,p023286
NEPNP,p023287
SLC22A20,p023288
ABCA7,p023289
GLT8D1,p023290
ANO3,p023291
NBEAL1,p023292
BICC1,p023293
ZIC4,p023294
MPV17L2,p023295
ZNF766,p023296
ZNF845,p023297
ITPRIPL2,p023298
TIGD2,p023299
C2orf69,p023300
GLOD5,p023301
PRSS56,p023302
MROH1,p023303
UMAD1,p023304
ZBED6,p023305
MIR3654,p023306
GOLGA8R,p023307
PGS1,p023308
ERICH3,p023309
C16orf95,p023310
LOC100996747,p023311
h4-A,p023312
wdr77,p023313
LINC00852,p023314
CCDC30,p023315
Rspo2,p023316
Afti,p023317
SH3TC1,p023318
ALLC,p023319
BEND4,p023320
NKX6-1,p023321
WASF4P,p023322
NOVA2,p023323
ci,p023324
SEMA3A,p023325
CFAP44,p023326
MXRA5,p023327
puc,p023328
FLJ25613,p023329
TUBBP2,p023330
ZNF182,p023331
FOXO3B,p023332
Cftr,p023333
Tfap2a,p023334
Hipk3,p023335
Isl1,p023336
Zmym2,p023337
H1f0,p023338
Atp1a3,p023339
Hnrnpa1,p023340
Hnrnpu,p023341
Syncrip,p023342
L1td1,p023343
Rbmx,p023344
Larp1,p023345
Hnrnpab,p023346
Atad3a,p023347
Igf2bp3,p023348
Mkrn1,p023349
Dhx9,p023350
Hnrnpd,p023351
G3bp1,p023352
Pabpn1,p023353
Atxn2l,p023354
Upf1,p023355
Hnrnpl,p023356
Eif4g1,p023357
Ddx1,p023358
Larp4,p023359
Larp4b,p023360
Fip1l1,p023361
Prrc2c,p023362
Cpsf6,p023363
Fam98a,p023364
Ddx3x,p023365
Mov10,p023366
Casc3,p023367
Srrt,p023368
Dzip3,p023369
KRTAP9-9,p023370
SLC17A4,p023371
KRTAP9-7,p023372
UBBP4,p023373
KRTAP9-1,p023374
HIST2H2BD,p023375
SLC22A17,p023376
USP17L5,p023377
USP17L,p023378
Enah,p023379
Vasp,p023380
OR4X1,p023381
LOC644669,p023382
ADM2,p023383
ZNF117,p023384
AS3MT,p023385
RPS17P16,p023386
RPL23AP5,p023387
Hap1,p023388
HEY,p023389
LOC102724594,p023390
Dok3,p023391
Tyms,p023392
Ppfibp1,p023393
Tmem66,p023394
LOC100760824,p023395
Vps53,p023396
Pfas,p023397
Ikbkap,p023398
Noc2l,p023399
Las1l,p023400
Tars,p023401
Clic1,p023402
Gys1,p023403
Pkp1,p023404
Rrm1,p023405
Psmd2,p023406
Copg2,p023407
Spata5,p023408
Huwe1,p023409
Nup93,p023410
Wrnip1,p023411
Nat10,p023412
Hectd1,p023413
Exosc2,p023414
Ddx27,p023415
Acly,p023416
Aco2,p023417
Map4k4,p023418
Dsp,p023419
Usp14,p023420
T-cp1,p023421
CG5525,p023422
CG7033,p023423
Cctgamma,p023424
Tcp-1eta,p023425
Tcp-1zeta,p023426
CG8258,p023427
PRSS38,p023428
RNY3,p023429
RNY4,p023430
ANO5,p023431
GAMTP1,p023432
TXLNGY,p023433
NUDT4P1,p023434
xlf1,p023435
ZNF157,p023436
C9orf131,p023437
FAM71B,p023438
C10orf131,p023439
PCDH15,p023440
ZIC5,p023441
STE4,p023442
ATG32,p023443
Cst3,p023444
Pdha1,p023445
Pdha2,p023446
A2m,p023447
Aldoc,p023448
Eno1,p023449
Aldh3a1,p023450
Fh1,p023451
Dld,p023452
Dlst,p023453
Pdhx,p023454
Idh3a,p023455
Idh1,p023456
Ckb,p023457
Atp6v0c,p023458
Atp6v0e,p023459
Atp6v1f,p023460
Ldhc,p023461
Ldhb,p023462
Gsta1,p023463
Ppa2,p023464
Oat,p023465
Acsm2,p023466
Hadhb,p023467
Acadvl,p023468
Cpt2,p023469
Hadh,p023470
Acadl,p023471
Acox1,p023472
Acadm,p023473
Acss1,p023474
Ech1,p023475
Arg2,p023476
Cs,p023477
Sugct,p023478
Dhtkd1,p023479
Hibadh,p023480
Hgd,p023481
Mccc2,p023482
Mccc1,p023483
Suox,p023484
Pcca,p023485
Fah,p023486
Eno3,p023487
Gapdh,p023488
Pgam2,p023489
Sdha,p023490
Sdhb,p023491
Suclg1,p023492
Suclg2,p023493
Dlat,p023494
Etfa,p023495
Etfb,p023496
Acy1,p023497
Acmsd,p023498
Ces3a,p023499
Lrp2,p023500
Aspg,p023501
Asl,p023502
Ass1,p023503
Cat,p023504
Alad,p023505
Gpx1,p023506
Prdx5,p023507
Prdx6,p023508
Gpi1,p023509
Eno2,p023510
Ogdh,p023511
Gsta4,p023512
Gstm2,p023513
Gstm5,p023514
Gstp1,p023515
Gstt1,p023516
Fabp1,p023517
Hspb2,p023518
Hspb6,p023519
Ivd,p023520
Myh4,p023521
Adh4,p023522
Ndufa7,p023523
Car3,p023524
Acaa2,p023525
Gsto1,p023526
Acads,p023527
Cps1,p023528
Acnat1,p023529
Hmgcl,p023530
Hmgcs1,p023531
Dl,p023532
ARP9,p023533
ear,p023534
yaf9,p023535
Mllt3,p023536
SLC25A27,p023537
C7orf55-LUC7L2,p023538
OR1F12,p023539
Lipg,p023540
CTGLF10P,p023541
TRPV2,p023542
grf1,p023543
PTGER2,p023544
Pde4a,p023545
Pcsk5,p023546
FGF6,p023547
FLJ25758,p023548
MYO5,p023549
AGPAT4-IT1,p023550
LINC00998,p023551
ADAM5,p023552
TMEM167A,p023553
PPZ1,p023554
GOLGA6L10,p023555
Gab1,p023556
DCP1,p023557
TBX10,p023558
SWT1,p023559
NKX1-1,p023560
CCDC144A,p023561
DUOX1,p023562
MYOM3,p023563
OPA6,p023564
LINC00269,p023565
Dhrs7,p023566
Ebpl,p023567
Aph1b,p023568
G6pc2,p023569
Ly6e,p023570
Ms4a6d,p023571
Tmbim4,p023572
Bscl2,p023573
Sptssa,p023574
Slc2a5,p023575
Tspan2,p023576
Vamp3,p023577
Slc39a7,p023578
Slc39a13,p023579
Rpl3,p023580
B2m,p023581
Dpm2,p023582
Ergic3,p023583
Leprotl1,p023584
Laptm4a,p023585
Atp6ap2,p023586
Selk,p023587
Slc35b1,p023588
Use1,p023589
C6orf132,p023590
Sfpq,p023591
KRTAP16-1,p023592
BTBD18,p023593
RASA4B,p023594
OR2F2,p023595
FAM66E,p023596
ZCCHC18,p023597
IGHV1-2,p023598
MIR22HG,p023599
EYS,p023600
CES4A,p023601
LOC400499,p023602
HEATR4,p023603
C2orf61,p023604
IL1RAPL2,p023605
GPR149,p023606
C2CD4C,p023607
CCT8L1P,p023608
C17orf64,p023609
RSA1,p023610
PTGES3L,p023611
IGLC3,p023612
PCDHA5,p023613
NXF2B,p023614
TPSAB1,p023615
ROPN1B,p023616
IGLC2,p023617
PCDHB13,p023618
POTED,p023619
PPIAL4E,p023620
FAM45B,p023621
CTAGE1,p023622
PCDHA13,p023623
LPO,p023624
SCARF2,p023625
SIGLEC16,p023626
SPANXA2,p023627
POTEB2,p023628
POC1B-GALNT4,p023629
PCDHGB3,p023630
SLC9A7,p023631
MGAT4A,p023632
TLL2,p023633
UGT2A2,p023634
PCDHA1,p023635
C17orf104,p023636
GABRA5,p023637
PCDH18,p023638
PCDHB2,p023639
DEFA1B,p023640
DEFB104B,p023641
RNPEPL1,p023642
SAMD13,p023643
C12orf73,p023644
ZNF852,p023645
PM20D1,p023646
PRTG,p023647
ZNF28,p023648
KLHDC8B,p023649
BPIFB2,p023650
NDUFAF6,p023651
FAM198A,p023652
WHAMM,p023653
ZYG11A,p023654
TMEM194B,p023655
UGT2B15,p023656
HEPACAM,p023657
ZNF721,p023658
FRRS1L,p023659
COX18,p023660
PGBD2,p023661
PLA2G4E,p023662
CT45A2,p023663
ENGASE,p023664
ENDOU,p023665
ZNF732,p023666
KCNT2,p023667
SMPX,p023668
PCDHGA8,p023669
TMEM40,p023670
ZNF888,p023671
STEAP2,p023672
KIAA1324L,p023673
ZNF805,p023674
ENOSF1,p023675
IDUA,p023676
PVALB,p023677
PON3,p023678
PCDH19,p023679
ZFP37,p023680
ZNF813,p023681
MFSD9,p023682
GPR137,p023683
C16orf91,p023684
ZNF225,p023685
GPR155,p023686
MCIDAS,p023687
TEX261,p023688
SLC25A53,p023689
MKRN4P,p023690
DCAF8L1,p023691
IFNL2,p023692
TP53I13,p023693
FAM89A,p023694
DIRC2,p023695
C15orf61,p023696
ART5,p023697
CYP27C1,p023698
SOX11,p023699
ADARB2-AS1,p023700
Erbb4,p023701
C3orf70,p023702
Ipcef1,p023703
Ccnd3,p023704
SFRP5,p023705
SLC25A29,p023706
CCDC154,p023707
RSPH10B,p023708
TULP1,p023709
act1,p023710
CCS1,p023711
SNHG3,p023712
Spata2,p023713
Usp11,p023714
rad51-b,p023715
Slc4a4,p023716
Ywhab,p023717
Ak1,p023718
Dusp3,p023719
Rph3al,p023720
Rgs20,p023721
Otub1,p023722
Dstn,p023723
Gfap,p023724
Gmfb,p023725
Myh7,p023726
Crmp1,p023727
Snap47,p023728
Mtfr1l,p023729
Acp1,p023730
Abcb5,p023731
Impdh2,p023732
Tm4sf1,p023733
Gpr151,p023734
Mpzl2,p023735
Rasgrp4,p023736
Arrdc4,p023737
Myo1b,p023738
Neb,p023739
Cryz,p023740
Ctnnd1,p023741
Crym,p023742
Myo1g,p023743
Htr3b,p023744
Tenm3,p023745
Itgb4,p023746
Scn10a,p023747
Mapk10,p023748
Fbxl7,p023749
Rab3gap2,p023750
Gucy1b2,p023751
Rock2,p023752
MAMLD1,p023753
Nsmf,p023754
Alox15,p023755
Sorbs2,p023756
Brsk2,p023757
Ctnna1,p023758
Daam1,p023759
Eif4g2,p023760
Gsk3a,p023761
Trip12,p023762
Ilk,p023763
Ipo9,p023764
Clint1,p023765
Smarcc2,p023766
Lrpap1,p023767
Nap1l4,p023768
Prex1,p023769
Ptgs2,p023770
Ubr4,p023771
Rnf123,p023772
Ubqln2,p023773
Ubr1,p023774
Sptb,p023775
Kat7,p023776
Hdgfrp2,p023777
Bysl,p023778
Ccdc86,p023779
Ddx18,p023780
Abcf1,p023781
2810004N23Rik,p023782
Rrp12,p023783
Eif5b,p023784
D8Ertd738e,p023785
Aatf,p023786
Ttf1,p023787
Cd3eap,p023788
Hmgn1,p023789
Dnttip2,p023790
Topors,p023791
Phf2,p023792
Gatad2b,p023793
Nol10,p023794
Ftsj3,p023795
Sfswap,p023796
1810009A15Rik,p023797
Chd3,p023798
Mrps12,p023799
Atp5j2,p023800
Gpatch8,p023801
Ubn1,p023802
Top1,p023803
Chd4,p023804
Hmgxb4,p023805
Scaf1,p023806
Rpl23a,p023807
Bbx,p023808
Hist1h1b,p023809
Cwc25,p023810
Puf60,p023811
Pogz,p023812
Gtpbp4,p023813
IGKV2D-24,p023814
Mical1,p023815
Micall2,p023816
Optn,p023817
Ctps,p023818
Acat2,p023819
Anxa1,p023820
Akr1b3,p023821
Gm16470,p023822
Eef1d,p023823
Cct6a,p023824
Esd,p023825
Aldh1a1,p023826
Oxct1,p023827
Ugdh,p023828
Eef1g,p023829
Mtap,p023830
Rps3,p023831
Nap1l1,p023832
Aldh1a7,p023833
Hsp90b1,p023834
Fasn,p023835
Psmc2,p023836
Rps4x,p023837
Arcn1,p023838
Snrpd1,p023839
Aars,p023840
Nars,p023841
Rpl31-ps9,p023842
Lgals1,p023843
Tubb4b-ps1,p023844
Psmd12,p023845
Rpl22l1,p023846
Gm8129,p023847
Lgals3,p023848
Rps17,p023849
Rpl18,p023850
Srm,p023851
Actr3,p023852
Psmc4,p023853
Lox,p023854
Rpl11,p023855
Ahnak,p023856
LOC102724159,p023857
LOC113230,p023858
SEC14L5,p023859
AGBL1,p023860
MIR3648-1,p023861
GCN4,p023862
ABHD15-AS1,p023863
ACTG1P14,p023864
ADPGK-AS1,p023865
AFAP1-AS1,p023866
ALG9-IT1,p023867
ANKRD19P,p023868
ANKRD30BL,p023869
ANKUB1,p023870
ARAP1-AS2,p023871
ARHGEF34P,p023872
ATP6V1G2-DDX39B,p023873
B4GALT1-AS1,p023874
C15orf38-AP3S2,p023875
C6orf223,p023876
CARS-AS1,p023877
LOC102724560,p023878
CCDC144NL-AS1,p023879
CEACAM19,p023880
KIAA1731NL,p023881
CERS6-AS1,p023882
CHADL,p023883
CROCCP4,p023884
CRTC3-AS1,p023885
CTBP1-AS,p023886
DDX3P3,p023887
DISC1FP1,p023888
DLGAP4-AS1,p023889
EEF1A1P3,p023890
EEF1A1P6,p023891
EPB41L4A-AS1,p023892
FLNB-AS1,p023893
FTH1P23,p023894
GACAT2,p023895
GNL3LP1,p023896
GOLGA2P7,p023897
GTF2IRD1P1,p023898
GTF3C2-AS1,p023899
HM13-AS1,p023900
HMGA1P3,p023901
HNRNPA1P33,p023902
HNRNPCP2,p023903
HORMAD2-AS1,p023904
HOXA10-AS,p023905
HOXA10-HOXA9,p023906
HSPD1P11,p023907
IGHV3-49,p023908
INTS6-AS1,p023909
JPX,p023910
KRT18P11,p023911
KRT18P15,p023912
KRT8P34,p023913
KRT8P39,p023914
KRT8P48,p023915
LANCL1-AS1,p023916
LARP4P,p023917
LINC00094,p023918
LINC00294,p023919
LINC00324,p023920
LINC00854,p023921
LINC00969,p023922
MDGA2,p023923
MIF-AS1,p023924
MIR1248,p023925
MIR27A,p023926
MIR3648-2,p023927
MIR3687-1,p023928
MIR3687-2,p023929
MIR4449,p023930
MIR589,p023931
MIR6087,p023932
MIR614,p023933
MIR663A,p023934
MIR663AHG,p023935
MIR663B,p023936
MIR6775,p023937
MIR7705,p023938
MIRLET7BHG,p023939
MKNK1-AS1,p023940
MKRN2OS,p023941
MROH7-TTC4,p023942
MSTO2P,p023943
MTRNR2L8,p023944
TRNE,p023945
TRNV,p023946
NBPF25P,p023947
NBPF26,p023948
NPIPA1,p023949
OR2A1-AS1,p023950
P2RX5-TAX1BP3,p023951
PGAM1P5,p023952
PPP1R14BP3,p023953
PPP3CB-AS1,p023954
PPT2-EGFL8,p023955
PRC1-AS1,p023956
PXN-AS1,p023957
RAB4B-EGLN2,p023958
RALY-AS1,p023959
RBAK-RBAKDN,p023960
RN7SL2,p023961
RN7SL3,p023962
RN7SL4P,p023963
RN7SL5P,p023964
RNA5S1,p023965
RNA5S10,p023966
RNA5S11,p023967
RNA5S12,p023968
RNA5S13,p023969
RNA5S15,p023970
RNA5S16,p023971
RNA5S17,p023972
RNA5S2,p023973
RNA5S3,p023974
RNA5S4,p023975
RNA5S5,p023976
RNA5S6,p023977
RNA5S8,p023978
RNA5S9,p023979
RNA5SP145,p023980
RNA5SP162,p023981
RNA5SP191,p023982
RNA5SP202,p023983
RNA5SP259,p023984
RNA5SP352,p023985
RNA5SP506,p023986
RNA5SP74,p023987
RNASEK-C17orf49,p023988
RNU1-11P,p023989
RNU1-18P,p023990
RNU1-19P,p023991
RNU1-2,p023992
RNU1-27P,p023993
RNU1-28P,p023994
RNU1-3,p023995
RNU4-2,p023996
RNU5E-6P,p023997
RNU5F-1,p023998
RNU6-8,p023999
RNU7-1,p024000
RNVU1-10,p024001
RNVU1-14,p024002
RNVU1-17,p024003
RNVU1-18,p024004
RNVU1-19,p024005
RNVU1-6,p024006
RNVU1-7,p024007
RPL13AP2,p024008
RPL18AP3,p024009
RPL18P11,p024010
RPS20P14,p024011
RPS2P46,p024012
RPS2P5,p024013
RPS3P6,p024014
RPS3P7,p024015
RPS4XP17,p024016
RPSAP14,p024017
RPSAP26,p024018
SAP30L-AS1,p024019
SDHAP1,p024020
SENP3-EIF4A1,p024021
SLC25A5-AS1,p024022
SLC26A10,p024023
SLC35D1,p024024
SLC35D2,p024025
SLC7A5P2,p024026
SLC8B1,p024027
SLCO5A1,p024028
SMAD1-AS1,p024029
SMG1P2,p024030
SMG1P3,p024031
SMG1P5,p024032
SMIM13,p024033
SNHG12,p024034
SNHG19,p024035
SNORA23,p024036
SNORA53,p024037
SNORA73A,p024038
SNORA76C,p024039
SNORA80E,p024040
SNORD101,p024041
SNORD12B,p024042
SNORD13,p024043
SNORD14C,p024044
SNORD14E,p024045
SNORD15A,p024046
SNORD15B,p024047
SNORD16,p024048
SNORD17,p024049
SNORD18B,p024050
SNORD18C,p024051
SNORD20,p024052
SNORD25,p024053
SNORD26,p024054
SNORD3B-1,p024055
SNORD3B-2,p024056
SNORD61,p024057
SNORD83A,p024058
SNORD83B,p024059
STX16-NPEPL1,p024060
SUZ12P1,p024061
THRIL,p024062
TMED7-TICAM2,p024063
TMEM91,p024064
TMX2-CTNND1,p024065
TSNAX-DISC1,p024066
TUBAP2,p024067
UBE2Q2P2,p024068
VTRNA2-1,p024069
WDPCP,p024070
WWTR1-AS1,p024071
ZFAS1,p024072
ZNF354B,p024073
Pvrl4,p024074
Pvrl3,p024075
LINC00260,p024076
C9orf62,p024077
FAM185A,p024078
LINC01558,p024079
DMRTC1,p024080
PNCK,p024081
Pcgf2,p024082
Cbx6,p024083
KCNK13,p024084
MARVELD1,p024085
PERM1,p024086
IZUMO2,p024087
ZNF25,p024088
ANKRD20A5P,p024089
Akirin2,p024090
Armcx5,p024091
Bbs4,p024092
Cspp1,p024093
Elf2,p024094
Fam47e,p024095
Fbxw10,p024096
Fhad1,p024097
Hsf2bp,p024098
Parpbp,p024099
Scnm1,p024100
Setd6,p024101
Usp33,p024102
Zc4h2,p024103
Zmym5,p024104
fcho1,p024105
Rasa3,p024106
THEGL,p024107
CXorf22,p024108
DEFB130,p024109
PRAMEF20,p024110
PGLYRP2,p024111
RSR1,p024112
Cdc25c,p024113
POP2,p024114
CBK1,p024115
YHR127W,p024116
Bad,p024117
C6orf163,p024118
Atg5,p024119
Psme3,p024120
Fmr1,p024121
Fxr2,p024122
MGS,p024123
CRYBB2P1,p024124
IPW,p024125
PMS2L2,p024126
SLC22A3,p024127
NRG3,p024128
ABHD2,p024129
IGSF9B,p024130
FAM149A,p024131
SLC37A1,p024132
TMEM144,p024133
TTTY15,p024134
SLC2A11,p024135
MORN1,p024136
PCDH11Y,p024137
TTTY14,p024138
POLR2J4,p024139
KCNH8,p024140
RPL32P3,p024141
LRRC37BP1,p024142
CIDECP,p024143
TMPRSS6,p024144
CASC2,p024145
GPR137C,p024146
ESPNP,p024147
LOC100130691,p024148
LUZP2,p024149
ATP9B,p024150
TMEM212,p024151
LOC389906,p024152
LOC400927,p024153
IL17REL,p024154
CD99P1,p024155
CECR7,p024156
KLKP1,p024157
LOC645513,p024158
GTF2H2B,p024159
SCARNA17,p024160
MIR570,p024161
LOC728323,p024162
SNORD116-4,p024163
SNORD116-8,p024164
LOC100130238,p024165
LOC100133091,p024166
SERF2-C15ORF63,p024167
ASMTL-AS1,p024168
MIR99AHG,p024169
NBEAP1,p024170
BAGE,p024171
GTF2IP1,p024172
ERMARD,p024173
SCGB2B2,p024174
HNRNPU-AS1,p024175
SNORD109B,p024176
MIR23B,p024177
DTX2P1-UPK3BP1-PMS2P11,p024178
TMEM183B,p024179
SNORD116-5,p024180
SNORD116-6,p024181
FTX,p024182
ST7-OT3,p024183
ST7-OT4,p024184
Plcg1,p024185
Fastkd5,p024186
Fosl2,p024187
Gcnt4,p024188
Gpsm2,p024189
Lamb2,p024190
Mrpl19,p024191
Otx1,p024192
Rpa2,p024193
Rpa3,p024194
Srcap,p024195
Tnrc6b,p024196
Vps4a,p024197
Aaas,p024198
Akap9,p024199
Atp11c,p024200
Baiap2,p024201
Cenpu,p024202
Cln6,p024203
Dnajb6,p024204
Dnajc25,p024205
Dnajc9,p024206
Eif6,p024207
Erich1,p024208
Fam193a,p024209
Gigyf1,p024210
Helb,p024211
Hsdl1,p024212
Ilvbl,p024213
Ints5,p024214
Maz,p024215
Mlf2,p024216
Msi2,p024217
Prrc2b,p024218
Rpl26,p024219
Rpl31,p024220
Rps24,p024221
Sdf2l1,p024222
Serpina3j,p024223
Taf6,p024224
Ubap2l,p024225
Vkorc1,p024226
Vti1b,p024227
Wdr34,p024228
Wdr83,p024229
Yif1b,p024230
Zfp275,p024231
cdh11,p024232
Ndfip2,p024233
AMY1B,p024234
ABCC11,p024235
CALHM3,p024236
Mapkbp1,p024237
Sh3gl3,p024238
Pacsin1,p024239
Sh3glb2,p024240
Snx18,p024241
Src,p024242
Cttn,p024243
Lasp1,p024244
Dbnl,p024245
Pacsin2,p024246
Snx9,p024247
Stac,p024248
Ahr,p024249
Epas1,p024250
ELAC1,p024251
CSAG3,p024252
PUS3,p024253
TECRL,p024254
LOC401052,p024255
C20orf166-AS1,p024256
APOBEC4,p024257
C6orf10,p024258
OR14K1,p024259
RGS22,p024260
LINC01483,p024261
ZNF678,p024262
FAM135A,p024263
ZNF652,p024264
RPL17-C18orf32,p024265
US6,p024266
CASQ1,p024267
MEG8,p024268
HOXA-AS2,p024269
Dido1,p024270
Fgfr2,p024271
Lamb1,p024272
Smcr8,p024273
Wdr41,p024274
h2afx,p024275
hist2h3c,p024276
hist1h2bj,p024277
NUDT11,p024278
HOXA13,p024279
Hmg20b,p024280
Tbl1x,p024281
ebi,p024282
fbxw7,p024283
TMPRSS7,p024284
COX7A2P2,p024285
Setx,p024286
Iqgap1,p024287
Rab39b,p024288
Sec22b,p024289
Psmd8,p024290
Rab26,p024291
Psmd10,p024292
Snx6,p024293
Tbc1d22a,p024294
Snx8,p024295
Atl2,p024296
Wdr35,p024297
Ephb2,p024298
GAGE2D,p024299
MUC19,p024300
LRRC66,p024301
SERTAD4-AS1,p024302
FAM150A,p024303
SNORD30,p024304
SNORD29,p024305
SNORD5,p024306
IRX3,p024307
FAM200B,p024308
MIR17HG,p024309
SNORD27,p024310
SNORD87,p024311
SNORD2,p024312
SNORD31,p024313
LINC00493,p024314
SNORA4,p024315
NDUFC1,p024316
LOC642852,p024317
CCSAP,p024318
SNORD6,p024319
ABHD17C,p024320
SNORD28,p024321
ZNF14,p024322
HSBP1L1,p024323
SNORA32,p024324
SNORD75,p024325
NWD2,p024326
ZNF850,p024327
ZNF551,p024328
ZNF283,p024329
ZFP90,p024330
CENPVP1,p024331
CHRNA6,p024332
GJD2,p024333
Macf1,p024334
Apoa1,p024335
Arl6ip1,p024336
Rbm25,p024337
Prpf40a,p024338
Pxn,p024339
Fhl3,p024340
Hat1,p024341
Rbbp4,p024342
Rbbp7,p024343
C2orf72,p024344
VN1R1,p024345
TAS2R60,p024346
ARRDC1-AS1,p024347
CLVS1,p024348
IGHV3-33,p024349
AFD1,p024350
IGHV1-46,p024351
KIAA1211L,p024352
OR5AC2,p024353
OR4L1,p024354
ND3,p024355
NBPF20,p024356
PQLC3,p024357
SMIM4,p024358
MCMDC2,p024359
NEUROD6,p024360
Mapk4,p024361
Rab35,p024362
Tpt1,p024363
Orm1,p024364
Med29,p024365
Tceal5,p024366
slp1,p024367
dcp2,p024368
dcp1,p024369
DSPP,p024370
ZNF735,p024371
IGKV2D-40,p024372
RPL37AP8,p024373
P2RX3,p024374
EFHB,p024375
VPS9D1-AS1,p024376
C6orf99,p024377
USP17L12,p024378
LOC102723555,p024379
CT45A9,p024380
CT45A8,p024381
CSMD2,p024382
OR51L1,p024383
OR4B1,p024384
ZNF831,p024385
OR13C8,p024386
FAM47A,p024387
GIMAP7,p024388
AMER3,p024389
CDH20,p024390
PPIL6,p024391
OR52L1,p024392
KY,p024393
COL28A1,p024394
GFRAL,p024395
C8orf86,p024396
OR5M10,p024397
OR5B2,p024398
OR51A4,p024399
ANKRD20A3,p024400
GALNTL6,p024401
RNASE12,p024402
OLAH,p024403
ADAMTS9,p024404
LPAR5,p024405
SLC28A3,p024406
TMEM200C,p024407
C16orf90,p024408
GOLGA8J,p024409
OR52N1,p024410
CXorf36,p024411
MROH9,p024412
RDH16,p024413
C12orf29,p024414
EXOC3L4,p024415
IGDCC3,p024416
LOC440786,p024417
IGHV3-13,p024418
IGHV3-30,p024419
AFF2,p024420
ZNF749,p024421
TDRD10,p024422
TRIM75P,p024423
IGHV4OR15-8,p024424
CRISPLD1,p024425
ADCY10,p024426
C1orf167,p024427
LMOD2,p024428
RPL36A-HNRNPH2,p024429
IGKV1-27,p024430
UL18,p024431
Fkbp11,p024432
Lman2,p024433
Epha2,p024434
Gnai2,p024435
Gng12,p024436
Gnai3,p024437
Mmp14,p024438
Ndrg1,p024439
Cand1,p024440
Abcc8,p024441
Gnas,p024442
Arl1,p024443
Dhrs7b,p024444
Rap1a,p024445
Ggt7,p024446
Pgrmc2,p024447
Praf2,p024448
Tmx4,p024449
Krtcap2,p024450
Tmed9,p024451
Tram1,p024452
Pycr2,p024453
Arxes1,p024454
Clptm1,p024455
Gdpd1,p024456
Pcsk2,p024457
Dgke,p024458
Gak,p024459
Abcd3,p024460
Tmem65,p024461
Slc3a2,p024462
Slc27a4,p024463
Nceh1,p024464
Reep5,p024465
Rab27a,p024466
Tm9sf1,p024467
Farsa,p024468
Gm2890,p024469
Ncald,p024470
Adpgk,p024471
Umps,p024472
Atp6v1h,p024473
SLFN13,p024474
KDM7A,p024475
MGC15885,p024476
RBMY1C,p024477
TPT1P8,p024478
FAM220A,p024479
HNF1A-AS1,p024480
ARP3,p024481
ARC40,p024482
MROH7,p024483
LIF1,p024484
SNORD73A,p024485
ZNF90,p024486
MIR1193,p024487
SLC26A7,p024488
OR8U1,p024489
RBMY1D,p024490
ASMT,p024491
IQCJ,p024492
GAGE12J,p024493
GAGE13,p024494
GAGE12C,p024495
GAGE7,p024496
GAGE2C,p024497
GAGE2B,p024498
GAGE12D,p024499
GAGE12F,p024500
GAGE12E,p024501
MIR3910-1,p024502
MIR3910-2,p024503
CT47A3,p024504
CT47A2,p024505
CT47A6,p024506
CT47A5,p024507
CT47A1,p024508
CT47A7,p024509
CT47A11,p024510
GAGE10,p024511
CT47A4,p024512
CT47A10,p024513
CT47A12,p024514
CT47A9,p024515
CT47A8,p024516
PCDHGA2,p024517
GS1-259H13.2,p024518
USP17L21,p024519
USP17L19,p024520
USP17L17,p024521
USP17L20,p024522
USP17L11,p024523
PDZD7,p024524
MICALCL,p024525
MYRF,p024526
AMER2,p024527
LYPLA2P1,p024528
FXYD5,p024529
SPAC1527.03,p024530
SPAC17H9.12c,p024531
SPAC17H9.13c,p024532
SPAC1F8.07c,p024533
SPAC24H6.01c,p024534
SPAC25G10.01,p024535
SPAC25G10.08,p024536
SPAC27D7.11c,p024537
SPAC323.04,p024538
SPAC3A11.10c,p024539
SPAC458.02c,p024540
SPAC694.02,p024541
SPBC13E7.07,p024542
SPBC15D4.09c,p024543
SPBC16H5.08c,p024544
SPBC16H5.12c,p024545
SPBC1703.13c,p024546
SPBC25B2.10,p024547
SPBC26H8.11c,p024548
SPBC2G5.05,p024549
SPBC660.16,p024550
SPBC8D2.18c,p024551
SPCC1620.06c,p024552
SPCC1672.07,p024553
SPCC1827.05c,p024554
SPCC330.03c,p024555
SPCC584.01c,p024556
SPCC622.14,p024557
SPCC825.01,p024558
