NoncodeGeneID,l_ID
NONMMUG059308.1,l08146
NONMMUG058367.1,l08147
NONMMUG059317.1,l08148
NONMMUG059318.1,l08149
NONMMUG059321.1,l08150
NONMMUG059325.1,l08151
NONMMUG058375.1,l08152
NONMMUG013723.2,l08153
NONMMUG013725.2,l08154
NONMMUG013726.2,l08155
NONMMUG013727.2,l08156
NONMMUG013729.3,l08157
NONMMUG013730.2,l08158
NONMMUG013732.2,l08159
NONMMUG013737.2,l08160
NONMMUG013738.2,l08161
NONMMUG013741.3,l08162
NONMMUG013742.2,l08163
NONMMUG013752.2,l08164
NONMMUG013751.2,l08165
NONMMUG013753.2,l08166
NONMMUG013755.2,l08167
NONMMUG012203.2,l08168
NONMMUG013756.2,l08169
NONMMUG013757.2,l08170
NONMMUG013758.2,l08171
NONMMUG013759.2,l08172
NONMMUG013760.2,l08173
NONMMUG013761.2,l08174
NONMMUG013764.2,l08175
NONMMUG013766.2,l08176
NONMMUG013767.2,l08177
NONMMUG059353.1,l08178
NONMMUG059354.1,l08179
NONMMUG059355.1,l08180
NONMMUG059357.1,l08181
NONMMUG059358.1,l08182
NONMMUG059359.1,l08183
NONMMUG059360.1,l08184
NONMMUG059361.1,l08185
NONMMUG059362.1,l08186
NONMMUG059364.1,l08187
NONMMUG059365.1,l08188
NONMMUG059366.1,l08189
NONMMUG059367.1,l08190
NONMMUG059368.1,l08191
NONMMUG059369.1,l08192
NONMMUG059371.1,l08193
NONMMUG059372.1,l08194
NONMMUG059373.1,l08195
NONMMUG059374.1,l08196
NONMMUG059375.1,l08197
NONMMUG059376.1,l08198
NONMMUG058417.1,l08199
NONMMUG013768.2,l08200
NONMMUG013769.2,l08201
NONMMUG013770.2,l08202
NONMMUG013771.2,l08203
NONMMUG013773.2,l08204
NONMMUG013774.2,l08205
NONMMUG013775.2,l08206
NONMMUG013779.3,l08207
NONMMUG013780.2,l08208
NONMMUG013782.2,l08209
NONMMUG013783.2,l08210
NONMMUG013784.2,l08211
NONMMUG013785.2,l08212
NONMMUG059384.1,l08213
NONMMUG013786.2,l08214
NONMMUG013787.2,l08215
NONMMUG013788.2,l08216
NONMMUG013790.2,l08217
NONMMUG013791.2,l08218
NONMMUG013792.2,l08219
NONMMUG013793.2,l08220
NONMMUG013794.2,l08221
NONMMUG013795.2,l08222
NONMMUG013796.2,l08223
NONMMUG013797.2,l08224
NONMMUG013798.2,l08225
NONMMUG013799.2,l08226
NONMMUG013800.2,l08227
NONMMUG013801.2,l08228
NONMMUG013802.2,l08229
NONMMUG013803.2,l08230
NONMMUG013804.2,l08231
NONMMUG012205.2,l08232
NONMMUG013805.2,l08233
NONMMUG013806.2,l08234
NONMMUG013807.2,l08235
NONMMUG013808.2,l08236
NONMMUG013814.2,l08237
NONMMUG013817.2,l08238
NONMMUG013819.2,l08239
NONMMUG013820.2,l08240
NONMMUG012206.2,l08241
NONMMUG013822.3,l08242
NONMMUG013825.2,l08243
NONMMUG013826.2,l08244
NONMMUG013827.3,l08245
NONMMUG013828.2,l08246
NONMMUG013829.2,l08247
NONMMUG013831.2,l08248
NONMMUG013833.2,l08249
NONMMUG059399.1,l08250
NONMMUG013834.2,l08251
NONMMUG013835.2,l08252
NONMMUG012207.2,l08253
NONMMUG013836.2,l08254
NONMMUG059402.1,l08255
NONMMUG013837.2,l08256
NONMMUG013838.2,l08257
NONMMUG013839.2,l08258
NONMMUG013840.2,l08259
NONMMUG059404.1,l08260
NONMMUG013841.2,l08261
NONMMUG012208.2,l08262
NONMMUG013843.2,l08263
NONMMUG013845.2,l08264
NONMMUG013846.2,l08265
NONMMUG013847.2,l08266
NONMMUG013848.2,l08267
NONMMUG013849.2,l08268
NONMMUG013850.2,l08269
NONMMUG059409.1,l08270
NONMMUG013851.2,l08271
NONMMUG013854.2,l08272
NONMMUG013855.2,l08273
NONMMUG058462.1,l08274
NONMMUG013858.2,l08275
NONMMUG013859.2,l08276
NONMMUG058464.1,l08277
NONMMUG059412.1,l08278
NONMMUG013861.2,l08279
NONMMUG059415.1,l08280
NONMMUG013862.2,l08281
NONMMUG013863.2,l08282
NONMMUG013864.3,l08283
NONMMUG013865.2,l08284
NONMMUG013866.2,l08285
NONMMUG013867.2,l08286
NONMMUG013868.2,l08287
NONMMUG012209.2,l08288
NONMMUG013871.2,l08289
NONMMUG013872.2,l08290
NONMMUG013874.3,l08291
NONMMUG013875.2,l08292
NONMMUG013876.2,l08293
NONMMUG013877.2,l08294
NONMMUG013878.2,l08295
NONMMUG013879.2,l08296
NONMMUG013880.2,l08297
NONMMUG013881.2,l08298
NONMMUG013882.2,l08299
NONMMUG013883.2,l08300
NONMMUG013884.2,l08301
NONMMUG013885.2,l08302
NONMMUG012210.2,l08303
NONMMUG013886.2,l08304
NONMMUG013887.2,l08305
NONMMUG013890.2,l08306
NONMMUG013891.2,l08307
NONMMUG013892.2,l08308
NONMMUG013894.2,l08309
NONMMUG013895.2,l08310
NONMMUG013896.2,l08311
NONMMUG013897.2,l08312
NONMMUG012211.2,l08313
NONMMUG013899.2,l08314
NONMMUG013900.2,l08315
NONMMUG013901.2,l08316
NONMMUG058478.1,l08317
NONMMUG013902.2,l08318
NONMMUG013903.2,l08319
NONMMUG012212.2,l08320
NONMMUG013905.2,l08321
NONMMUG058499.1,l08322
NONMMUG058500.1,l08323
NONMMUG013906.2,l08324
NONMMUG058512.1,l08325
NONMMUG058515.1,l08326
NONMMUG058519.1,l08327
NONMMUG058521.1,l08328
NONMMUG058524.1,l08329
NONMMUG013907.2,l08330
NONMMUG013908.2,l08331
NONMMUG013909.2,l08332
NONMMUG013910.2,l08333
NONMMUG013911.2,l08334
NONMMUG012214.2,l08335
NONMMUG013913.2,l08336
NONMMUG013914.2,l08337
NONMMUG013915.2,l08338
NONMMUG013916.2,l08339
NONMMUG013917.2,l08340
NONMMUG013918.2,l08341
NONMMUG013919.2,l08342
NONMMUG012215.2,l08343
NONMMUG013920.2,l08344
NONMMUG013921.2,l08345
NONMMUG013922.2,l08346
NONMMUG013923.2,l08347
NONMMUG013924.2,l08348
NONMMUG013925.2,l08349
NONMMUG013926.2,l08350
NONMMUG013927.2,l08351
NONMMUG013928.2,l08352
NONMMUG013929.2,l08353
NONMMUG013930.2,l08354
NONMMUG013931.2,l08355
NONMMUG012216.2,l08356
NONMMUG012217.2,l08357
NONMMUG012218.2,l08358
NONMMUG012219.2,l08359
NONMMUG012221.2,l08360
NONMMUG012222.2,l08361
NONMMUG012223.2,l08362
NONMMUG012224.2,l08363
NONMMUG012225.2,l08364
NONMMUG012226.2,l08365
NONMMUG012227.2,l08366
NONMMUG012228.2,l08367
NONMMUG012230.2,l08368
NONMMUG058567.1,l08369
NONMMUG012234.2,l08370
NONMMUG012236.2,l08371
NONMMUG012237.2,l08372
NONMMUG012243.2,l08373
NONMMUG012245.2,l08374
NONMMUG012246.2,l08375
NONMMUG012249.2,l08376
NONMMUG012252.2,l08377
NONMMUG012253.2,l08378
NONMMUG012254.2,l08379
NONMMUG012256.2,l08380
NONMMUG012257.2,l08381
NONMMUG012258.2,l08382
NONMMUG012259.2,l08383
NONMMUG090025.1,l08384
NONMMUG012260.2,l08385
NONMMUG012261.2,l08386
NONMMUG012263.2,l08387
NONMMUG012264.2,l08388
NONMMUG058666.1,l08389
NONMMUG012265.2,l08390
NONMMUG012266.2,l08391
NONMMUG012267.2,l08392
NONMMUG012268.2,l08393
NONMMUG012269.2,l08394
NONMMUG057638.1,l08395
NONMMUG012270.2,l08396
NONMMUG058678.1,l08397
NONMMUG012271.2,l08398
NONMMUG012272.2,l08399
NONMMUG012273.2,l08400
NONMMUG012274.2,l08401
NONMMUG012275.2,l08402
NONMMUG012276.2,l08403
NONMMUG012279.2,l08404
NONMMUG012280.2,l08405
NONMMUG012281.2,l08406
NONMMUG012284.2,l08407
NONMMUG012285.2,l08408
NONMMUG012286.2,l08409
NONMMUG012288.2,l08410
NONMMUG012289.2,l08411
NONMMUG012290.2,l08412
NONMMUG012291.2,l08413
NONMMUG012292.2,l08414
NONMMUG012296.2,l08415
NONMMUG012299.2,l08416
NONMMUG012302.2,l08417
NONMMUG012303.2,l08418
NONMMUG012304.2,l08419
NONMMUG012305.2,l08420
NONMMUG012307.2,l08421
NONMMUG012308.2,l08422
NONMMUG012311.2,l08423
NONMMUG012312.2,l08424
NONMMUG012313.2,l08425
NONMMUG012314.2,l08426
NONMMUG012315.2,l08427
NONMMUG012319.2,l08428
NONMMUG012320.2,l08429
NONMMUG012321.2,l08430
NONMMUG090040.1,l08431
NONMMUG012322.2,l08432
NONMMUG012324.2,l08433
NONMMUG012325.2,l08434
NONMMUG012326.2,l08435
NONMMUG012327.2,l08436
NONMMUG012330.2,l08437
NONMMUG012331.2,l08438
NONMMUG012332.2,l08439
NONMMUG012333.2,l08440
NONMMUG012334.2,l08441
NONMMUG012335.2,l08442
NONMMUG012337.2,l08443
NONMMUG012338.2,l08444
NONMMUG012340.2,l08445
NONMMUG012342.2,l08446
NONMMUG012343.2,l08447
NONMMUG012344.2,l08448
NONMMUG012345.2,l08449
NONMMUG012346.2,l08450
NONMMUG012347.2,l08451
NONMMUG012349.2,l08452
NONMMUG012350.2,l08453
NONMMUG012351.2,l08454
NONMMUG012352.2,l08455
NONMMUG012353.2,l08456
NONMMUG012354.2,l08457
NONMMUG012355.2,l08458
NONMMUG058705.1,l08459
NONMMUG012358.2,l08460
NONMMUG012360.2,l08461
NONMMUG096649.1,l08462
NONMMUG012362.2,l08463
NONMMUG012363.2,l08464
NONMMUG090272.1,l08465
NONMMUG012365.2,l08466
NONMMUG012368.2,l08467
NONMMUG012369.2,l08468
NONMMUG012371.2,l08469
NONMMUG012374.2,l08470
NONMMUG012376.2,l08471
NONMMUG012377.2,l08472
NONMMUG058711.1,l08473
NONMMUG012381.2,l08474
NONMMUG012382.2,l08475
NONMMUG012383.2,l08476
NONMMUG012384.2,l08477
NONMMUG012385.2,l08478
NONMMUG012386.2,l08479
NONMMUG012387.2,l08480
NONMMUG012388.2,l08481
NONMMUG012389.2,l08482
NONMMUG012390.2,l08483
NONMMUG012391.2,l08484
NONMMUG012393.2,l08485
NONMMUG012396.2,l08486
NONMMUG012400.2,l08487
NONMMUG012403.2,l08488
NONMMUG057686.1,l08489
NONMMUG012404.3,l08490
NONMMUG057687.1,l08491
NONMMUG012405.2,l08492
NONMMUG012407.3,l08493
NONMMUG096650.1,l08494
NONMMUG012408.2,l08495
NONMMUG012409.2,l08496
NONMMUG012410.2,l08497
NONMMUG012414.2,l08498
NONMMUG012418.2,l08499
NONMMUG012420.2,l08500
NONMMUG012421.2,l08501
NONMMUG058736.1,l08502
NONMMUG058737.1,l08503
NONMMUG058738.1,l08504
NONMMUG058739.1,l08505
NONMMUG058741.1,l08506
NONMMUG058742.1,l08507
NONMMUG012423.3,l08508
NONMMUG058743.1,l08509
NONMMUG058744.1,l08510
NONMMUG058745.1,l08511
NONMMUG058746.1,l08512
NONMMUG058747.1,l08513
NONMMUG058748.1,l08514
NONMMUG058749.1,l08515
NONMMUG057709.1,l08516
NONMMUG058750.1,l08517
NONMMUG058751.1,l08518
NONMMUG058752.1,l08519
NONMMUG058753.1,l08520
NONMMUG058754.1,l08521
NONMMUG058755.1,l08522
NONMMUG058756.1,l08523
NONMMUG058757.1,l08524
NONMMUG058758.1,l08525
NONMMUG058759.1,l08526
NONMMUG012425.3,l08527
NONMMUG057710.1,l08528
NONMMUG057711.1,l08529
NONMMUG058760.1,l08530
NONMMUG057713.1,l08531
NONMMUG058762.1,l08532
NONMMUG058763.1,l08533
NONMMUG058764.1,l08534
NONMMUG058765.1,l08535
NONMMUG058766.1,l08536
NONMMUG058767.1,l08537
NONMMUG057715.2,l08538
NONMMUG058768.1,l08539
NONMMUG058770.1,l08540
NONMMUG058771.1,l08541
NONMMUG058772.1,l08542
NONMMUG057717.1,l08543
NONMMUG058773.1,l08544
NONMMUG058774.1,l08545
NONMMUG058778.1,l08546
NONMMUG058779.1,l08547
NONMMUG058780.1,l08548
NONMMUG057718.1,l08549
NONMMUG012426.2,l08550
NONMMUG012427.2,l08551
NONMMUG058783.1,l08552
NONMMUG057719.1,l08553
NONMMUG012430.2,l08554
NONMMUG012429.2,l08555
NONMMUG012431.2,l08556
NONMMUG012432.2,l08557
NONMMUG012433.2,l08558
NONMMUG012435.2,l08559
NONMMUG012436.2,l08560
NONMMUG012438.2,l08561
NONMMUG012439.2,l08562
NONMMUG012440.2,l08563
NONMMUG012442.2,l08564
NONMMUG012454.2,l08565
NONMMUG012456.2,l08566
NONMMUG012457.2,l08567
NONMMUG012458.2,l08568
NONMMUG012460.2,l08569
NONMMUG058791.1,l08570
NONMMUG012462.2,l08571
NONMMUG090278.1,l08572
NONMMUG012463.2,l08573
NONMMUG012464.2,l08574
NONMMUG012466.2,l08575
NONMMUG012468.2,l08576
NONMMUG012469.2,l08577
NONMMUG012471.2,l08578
NONMMUG012473.2,l08579
NONMMUG012476.2,l08580
NONMMUG012477.2,l08581
NONMMUG012479.2,l08582
NONMMUG012480.2,l08583
NONMMUG012481.2,l08584
NONMMUG012482.2,l08585
NONMMUG090280.1,l08586
NONMMUG058796.1,l08587
NONMMUG012483.2,l08588
NONMMUG012484.2,l08589
NONMMUG012485.2,l08590
NONMMUG012486.2,l08591
NONMMUG012488.2,l08592
NONMMUG012489.2,l08593
NONMMUG012490.2,l08594
NONMMUG012492.2,l08595
NONMMUG012493.2,l08596
NONMMUG012494.2,l08597
NONMMUG012495.2,l08598
NONMMUG012496.2,l08599
NONMMUG012497.2,l08600
NONMMUG012498.2,l08601
NONMMUG012500.2,l08602
NONMMUG012502.3,l08603
NONMMUG012504.2,l08604
NONMMUG012505.2,l08605
NONMMUG012506.2,l08606
NONMMUG012507.2,l08607
NONMMUG012509.2,l08608
NONMMUG012510.2,l08609
NONMMUG012511.2,l08610
NONMMUG012512.2,l08611
NONMMUG012513.2,l08612
NONMMUG012514.2,l08613
NONMMUG012515.2,l08614
NONMMUG057733.1,l08615
NONMMUG057734.1,l08616
NONMMUG012520.2,l08617
NONMMUG090283.1,l08618
NONMMUG012522.2,l08619
NONMMUG012523.2,l08620
NONMMUG012526.2,l08621
NONMMUG012527.2,l08622
NONMMUG012528.2,l08623
NONMMUG012529.2,l08624
NONMMUG012533.2,l08625
NONMMUG012534.2,l08626
NONMMUG057748.1,l08627
NONMMUG058805.1,l08628
NONMMUG012535.2,l08629
NONMMUG012537.2,l08630
NONMMUG012536.2,l08631
NONMMUG012539.2,l08632
NONMMUG012540.2,l08633
NONMMUG012541.2,l08634
NONMMUG090067.1,l08635
NONMMUG012545.2,l08636
NONMMUG012546.2,l08637
NONMMUG012547.2,l08638
NONMMUG012548.2,l08639
NONMMUG012550.2,l08640
NONMMUG090068.1,l08641
NONMMUG012551.2,l08642
NONMMUG012555.2,l08643
NONMMUG012556.2,l08644
NONMMUG012558.2,l08645
NONMMUG012559.2,l08646
NONMMUG012560.2,l08647
NONMMUG012561.2,l08648
NONMMUG012563.2,l08649
NONMMUG012564.2,l08650
NONMMUG012566.2,l08651
NONMMUG012574.2,l08652
NONMMUG012575.2,l08653
NONMMUG012576.2,l08654
NONMMUG012577.2,l08655
NONMMUG012578.2,l08656
NONMMUG012579.2,l08657
NONMMUG012115.2,l08658
NONMMUG012582.2,l08659
NONMMUG012591.2,l08660
NONMMUG012592.2,l08661
NONMMUG012593.2,l08662
NONMMUG012594.2,l08663
NONMMUG012595.2,l08664
NONMMUG012596.2,l08665
NONMMUG012597.2,l08666
NONMMUG057761.1,l08667
NONMMUG057762.1,l08668
NONMMUG012599.2,l08669
NONMMUG012600.2,l08670
NONMMUG012602.2,l08671
NONMMUG012603.2,l08672
NONMMUG012611.2,l08673
NONMMUG012612.2,l08674
NONMMUG012614.2,l08675
NONMMUG012615.2,l08676
NONMMUG012622.2,l08677
NONMMUG057770.1,l08678
NONMMUG012624.2,l08679
NONMMUG012625.2,l08680
NONMMUG012626.2,l08681
NONMMUG012629.2,l08682
NONMMUG012630.2,l08683
NONMMUG012631.2,l08684
NONMMUG012632.2,l08685
NONMMUG012633.2,l08686
NONMMUG012634.2,l08687
NONMMUG012635.2,l08688
NONMMUG058829.2,l08689
NONMMUG012639.3,l08690
NONMMUG012640.2,l08691
NONMMUG012641.2,l08692
NONMMUG012643.3,l08693
NONMMUG012644.3,l08694
NONMMUG012646.2,l08695
NONMMUG012647.2,l08696
NONMMUG012648.2,l08697
NONMMUG012649.2,l08698
NONMMUG012651.2,l08699
NONMMUG012652.2,l08700
NONMMUG012653.2,l08701
NONMMUG012654.2,l08702
NONMMUG012655.2,l08703
NONMMUG012124.2,l08704
NONMMUG012660.2,l08705
NONMMUG058838.1,l08706
NONMMUG012662.2,l08707
NONMMUG012663.2,l08708
NONMMUG012664.2,l08709
NONMMUG012665.2,l08710
NONMMUG012666.2,l08711
NONMMUG012667.2,l08712
NONMMUG012668.2,l08713
NONMMUG012669.2,l08714
NONMMUG012670.2,l08715
NONMMUG012671.2,l08716
NONMMUG012672.2,l08717
NONMMUG012673.2,l08718
NONMMUG012674.2,l08719
NONMMUG012675.2,l08720
NONMMUG012676.2,l08721
NONMMUG012677.2,l08722
NONMMUG012678.2,l08723
NONMMUG012679.2,l08724
NONMMUG012680.2,l08725
NONMMUG012681.2,l08726
NONMMUG012682.2,l08727
NONMMUG012683.2,l08728
NONMMUG012684.2,l08729
NONMMUG012685.2,l08730
NONMMUG012686.2,l08731
NONMMUG012687.2,l08732
NONMMUG012689.2,l08733
NONMMUG012692.2,l08734
NONMMUG012693.2,l08735
NONMMUG012694.2,l08736
NONMMUG012695.2,l08737
NONMMUG012696.2,l08738
NONMMUG012699.2,l08739
NONMMUG012714.2,l08740
NONMMUG012719.2,l08741
NONMMUG012730.3,l08742
NONMMUG012731.2,l08743
NONMMUG012742.2,l08744
NONMMUG012744.2,l08745
NONMMUG012746.2,l08746
NONMMUG012770.2,l08747
NONMMUG012771.2,l08748
NONMMUG012772.2,l08749
NONMMUG012136.2,l08750
NONMMUG012773.2,l08751
NONMMUG012775.2,l08752
NONMMUG012776.2,l08753
NONMMUG012777.2,l08754
NONMMUG012778.2,l08755
NONMMUG012779.2,l08756
NONMMUG012780.2,l08757
NONMMUG012782.2,l08758
NONMMUG090101.1,l08759
NONMMUG012783.2,l08760
NONMMUG012785.2,l08761
NONMMUG012786.2,l08762
NONMMUG057820.2,l08763
NONMMUG012788.3,l08764
NONMMUG096653.1,l08765
NONMMUG012790.2,l08766
NONMMUG012791.2,l08767
NONMMUG012793.2,l08768
NONMMUG012794.2,l08769
NONMMUG012796.2,l08770
NONMMUG012798.2,l08771
NONMMUG012799.2,l08772
NONMMUG012801.2,l08773
NONMMUG012806.2,l08774
NONMMUG012807.2,l08775
NONMMUG012808.3,l08776
NONMMUG057828.1,l08777
NONMMUG012813.2,l08778
NONMMUG012814.2,l08779
NONMMUG012815.2,l08780
NONMMUG012816.2,l08781
NONMMUG012817.2,l08782
NONMMUG012821.3,l08783
NONMMUG012819.2,l08784
NONMMUG012820.2,l08785
NONMMUG012823.2,l08786
NONMMUG012824.2,l08787
NONMMUG012825.2,l08788
NONMMUG012828.2,l08789
NONMMUG012829.2,l08790
NONMMUG012831.2,l08791
NONMMUG058884.1,l08792
NONMMUG012834.2,l08793
NONMMUG012835.2,l08794
NONMMUG012836.2,l08795
NONMMUG012837.2,l08796
NONMMUG012839.2,l08797
NONMMUG012840.2,l08798
NONMMUG012841.2,l08799
NONMMUG012845.2,l08800
NONMMUG012847.2,l08801
NONMMUG012848.2,l08802
NONMMUG012849.2,l08803
NONMMUG012850.2,l08804
NONMMUG012851.2,l08805
NONMMUG012852.2,l08806
NONMMUG012853.2,l08807
NONMMUG012854.2,l08808
NONMMUG012856.2,l08809
NONMMUG012857.2,l08810
NONMMUG012858.2,l08811
NONMMUG012859.2,l08812
NONMMUG012860.2,l08813
NONMMUG012862.2,l08814
NONMMUG012863.2,l08815
NONMMUG058896.1,l08816
NONMMUG057864.1,l08817
NONMMUG012867.2,l08818
NONMMUG012142.2,l08819
NONMMUG012870.2,l08820
NONMMUG012871.2,l08821
NONMMUG012874.2,l08822
NONMMUG012873.2,l08823
NONMMUG012875.3,l08824
NONMMUG058904.1,l08825
NONMMUG012876.2,l08826
NONMMUG057883.1,l08827
NONMMUG012877.2,l08828
NONMMUG012879.2,l08829
NONMMUG012881.2,l08830
NONMMUG012882.2,l08831
NONMMUG012884.2,l08832
NONMMUG012885.2,l08833
NONMMUG012886.2,l08834
NONMMUG012887.2,l08835
NONMMUG012889.2,l08836
NONMMUG012890.2,l08837
NONMMUG012892.2,l08838
NONMMUG012895.2,l08839
NONMMUG012896.2,l08840
NONMMUG012898.2,l08841
NONMMUG012899.2,l08842
NONMMUG012900.2,l08843
NONMMUG012907.2,l08844
NONMMUG012909.2,l08845
NONMMUG012912.2,l08846
NONMMUG012919.2,l08847
NONMMUG012921.2,l08848
NONMMUG012923.2,l08849
NONMMUG012926.2,l08850
NONMMUG012928.2,l08851
NONMMUG012929.2,l08852
NONMMUG012930.2,l08853
NONMMUG012931.2,l08854
NONMMUG012933.2,l08855
NONMMUG012934.2,l08856
NONMMUG012935.2,l08857
NONMMUG012936.2,l08858
NONMMUG012940.2,l08859
NONMMUG012941.2,l08860
NONMMUG012963.2,l08861
NONMMUG012968.2,l08862
NONMMUG012971.2,l08863
NONMMUG012977.2,l08864
NONMMUG012978.2,l08865
NONMMUG012980.2,l08866
NONMMUG012981.2,l08867
NONMMUG012982.2,l08868
NONMMUG012983.2,l08869
NONMMUG012984.2,l08870
NONMMUG012989.3,l08871
NONMMUG012992.2,l08872
NONMMUG012995.2,l08873
NONMMUG012996.2,l08874
NONMMUG012998.2,l08875
NONMMUG090311.1,l08876
NONMMUG057952.1,l08877
NONMMUG013004.2,l08878
NONMMUG013005.2,l08879
NONMMUG013006.2,l08880
NONMMUG013010.2,l08881
NONMMUG013012.2,l08882
NONMMUG013013.2,l08883
NONMMUG013014.2,l08884
NONMMUG013015.2,l08885
NONMMUG013016.2,l08886
NONMMUG058949.1,l08887
NONMMUG013017.2,l08888
NONMMUG058950.1,l08889
NONMMUG013022.2,l08890
NONMMUG013023.2,l08891
NONMMUG013024.2,l08892
NONMMUG013027.2,l08893
NONMMUG013030.2,l08894
NONMMUG013041.2,l08895
NONMMUG013042.2,l08896
NONMMUG013043.2,l08897
NONMMUG013044.2,l08898
NONMMUG013046.2,l08899
NONMMUG013047.2,l08900
NONMMUG013050.2,l08901
NONMMUG013052.2,l08902
NONMMUG013053.2,l08903
NONMMUG013054.2,l08904
NONMMUG013056.2,l08905
NONMMUG013057.2,l08906
NONMMUG013059.2,l08907
NONMMUG013060.2,l08908
NONMMUG013061.2,l08909
NONMMUG013063.2,l08910
NONMMUG013064.2,l08911
NONMMUG013065.2,l08912
NONMMUG013066.2,l08913
NONMMUG013069.3,l08914
NONMMUG013072.2,l08915
NONMMUG013073.2,l08916
NONMMUG013074.2,l08917
NONMMUG013075.2,l08918
NONMMUG013076.2,l08919
NONMMUG013081.2,l08920
NONMMUG013082.2,l08921
NONMMUG013084.2,l08922
NONMMUG013085.2,l08923
NONMMUG057981.1,l08924
NONMMUG013086.2,l08925
NONMMUG096654.1,l08926
NONMMUG013087.2,l08927
NONMMUG013093.2,l08928
NONMMUG013094.2,l08929
NONMMUG013096.2,l08930
NONMMUG013097.2,l08931
NONMMUG013098.2,l08932
NONMMUG013099.2,l08933
NONMMUG013100.2,l08934
NONMMUG013102.2,l08935
NONMMUG058005.2,l08936
NONMMUG013104.3,l08937
NONMMUG058007.1,l08938
NONMMUG013105.2,l08939
NONMMUG013106.2,l08940
NONMMUG013107.2,l08941
NONMMUG013109.2,l08942
NONMMUG013111.2,l08943
NONMMUG013113.2,l08944
NONMMUG013116.2,l08945
NONMMUG013121.2,l08946
NONMMUG013122.2,l08947
NONMMUG013124.2,l08948
NONMMUG013125.2,l08949
NONMMUG013126.2,l08950
NONMMUG013130.2,l08951
NONMMUG013133.2,l08952
NONMMUG013134.2,l08953
NONMMUG013135.2,l08954
NONMMUG013136.2,l08955
NONMMUG013137.2,l08956
NONMMUG013142.3,l08957
NONMMUG090315.1,l08958
NONMMUG013143.2,l08959
NONMMUG090316.1,l08960
NONMMUG013144.2,l08961
NONMMUG090137.1,l08962
NONMMUG058978.1,l08963
NONMMUG013145.2,l08964
NONMMUG013146.2,l08965
NONMMUG058056.1,l08966
NONMMUG013147.2,l08967
NONMMUG013149.2,l08968
NONMMUG013154.2,l08969
NONMMUG013157.2,l08970
NONMMUG013158.2,l08971
NONMMUG013159.2,l08972
NONMMUG013161.2,l08973
NONMMUG013162.2,l08974
NONMMUG013163.2,l08975
NONMMUG013164.2,l08976
NONMMUG013165.2,l08977
NONMMUG013166.2,l08978
NONMMUG058983.1,l08979
NONMMUG013167.2,l08980
NONMMUG013168.2,l08981
NONMMUG013169.2,l08982
NONMMUG013171.2,l08983
NONMMUG013179.2,l08984
NONMMUG013180.2,l08985
NONMMUG012169.2,l08986
NONMMUG013182.2,l08987
NONMMUG013184.2,l08988
NONMMUG013185.2,l08989
NONMMUG013186.2,l08990
NONMMUG090145.1,l08991
NONMMUG013187.2,l08992
NONMMUG013188.2,l08993
NONMMUG058994.1,l08994
NONMMUG013189.2,l08995
NONMMUG013190.2,l08996
NONMMUG013191.2,l08997
NONMMUG013192.2,l08998
NONMMUG013193.2,l08999
NONMMUG013194.2,l09000
NONMMUG013195.2,l09001
NONMMUG013196.2,l09002
NONMMUG013197.2,l09003
NONMMUG013198.2,l09004
NONMMUG013199.2,l09005
NONMMUG058070.1,l09006
NONMMUG013200.2,l09007
NONMMUG013201.2,l09008
NONMMUG013202.2,l09009
NONMMUG013203.2,l09010
NONMMUG013204.2,l09011
NONMMUG013205.2,l09012
NONMMUG013206.2,l09013
NONMMUG013207.2,l09014
NONMMUG013208.2,l09015
NONMMUG013209.2,l09016
NONMMUG013210.2,l09017
NONMMUG013211.2,l09018
NONMMUG013213.2,l09019
NONMMUG013214.2,l09020
NONMMUG013215.2,l09021
NONMMUG013216.2,l09022
NONMMUG058075.2,l09023
NONMMUG013218.2,l09024
NONMMUG013219.2,l09025
NONMMUG013220.2,l09026
NONMMUG013221.2,l09027
NONMMUG013222.2,l09028
NONMMUG013223.2,l09029
NONMMUG013225.2,l09030
NONMMUG013226.2,l09031
NONMMUG013227.2,l09032
NONMMUG059003.1,l09033
NONMMUG013228.2,l09034
NONMMUG013229.2,l09035
NONMMUG013231.2,l09036
NONMMUG013233.2,l09037
NONMMUG013234.2,l09038
NONMMUG013236.2,l09039
NONMMUG013239.2,l09040
NONMMUG013243.2,l09041
NONMMUG013245.2,l09042
NONMMUG013246.2,l09043
NONMMUG013247.2,l09044
NONMMUG013248.2,l09045
NONMMUG013249.2,l09046
NONMMUG013250.2,l09047
NONMMUG013251.2,l09048
NONMMUG059011.1,l09049
NONMMUG013255.2,l09050
NONMMUG013256.2,l09051
NONMMUG090151.1,l09052
NONMMUG013257.2,l09053
NONMMUG012170.2,l09054
NONMMUG013259.2,l09055
NONMMUG013261.2,l09056
NONMMUG013262.2,l09057
NONMMUG013263.2,l09058
NONMMUG013268.2,l09059
NONMMUG013270.2,l09060
NONMMUG013273.2,l09061
NONMMUG013275.2,l09062
NONMMUG013276.2,l09063
NONMMUG013278.2,l09064
NONMMUG013279.2,l09065
NONMMUG013280.2,l09066
NONMMUG013281.2,l09067
NONMMUG013282.2,l09068
NONMMUG013286.2,l09069
NONMMUG058104.1,l09070
NONMMUG059043.1,l09071
NONMMUG013288.2,l09072
NONMMUG013290.2,l09073
NONMMUG013292.2,l09074
NONMMUG013297.2,l09075
NONMMUG013299.2,l09076
NONMMUG013300.2,l09077
