NoncodeGeneID,l_ID
NONMMUG040572.2,l27839
NONMMUG040574.2,l27840
NONMMUG040575.2,l27841
NONMMUG040576.2,l27842
NONMMUG040577.2,l27843
NONMMUG082295.1,l27844
NONMMUG040579.2,l27845
NONMMUG040580.3,l27846
NONMMUG082308.1,l27847
NONMMUG082318.1,l27848
NONMMUG082319.1,l27849
NONMMUG082320.1,l27850
NONMMUG082321.1,l27851
NONMMUG082322.1,l27852
NONMMUG040582.2,l27853
NONMMUG040584.2,l27854
NONMMUG082323.1,l27855
NONMMUG082325.1,l27856
NONMMUG082326.1,l27857
NONMMUG082332.1,l27858
NONMMUG082334.1,l27859
NONMMUG082335.1,l27860
NONMMUG082336.1,l27861
NONMMUG082337.1,l27862
NONMMUG082338.1,l27863
NONMMUG082341.1,l27864
NONMMUG082477.2,l27865
NONMMUG040585.2,l27866
NONMMUG040586.2,l27867
NONMMUG040587.2,l27868
NONMMUG040589.2,l27869
NONMMUG082423.1,l27870
NONMMUG082424.1,l27871
NONMMUG082425.1,l27872
NONMMUG082427.1,l27873
NONMMUG082428.1,l27874
NONMMUG082430.1,l27875
NONMMUG082431.1,l27876
NONMMUG082432.1,l27877
NONMMUG082433.1,l27878
NONMMUG082434.1,l27879
NONMMUG082435.1,l27880
NONMMUG082436.1,l27881
NONMMUG082437.1,l27882
NONMMUG082438.1,l27883
NONMMUG082439.1,l27884
NONMMUG082442.1,l27885
NONMMUG082443.1,l27886
NONMMUG082444.1,l27887
NONMMUG082445.1,l27888
NONMMUG082446.1,l27889
NONMMUG082447.1,l27890
NONMMUG040590.2,l27891
NONMMUG040591.2,l27892
NONMMUG040592.2,l27893
NONMMUG080745.1,l27894
NONMMUG040594.2,l27895
NONMMUG040599.2,l27896
NONMMUG040601.2,l27897
NONMMUG040604.2,l27898
NONMMUG040608.2,l27899
NONMMUG082505.1,l27900
NONMMUG040609.2,l27901
NONMMUG040613.2,l27902
NONMMUG040612.2,l27903
NONMMUG040614.2,l27904
NONMMUG040615.2,l27905
NONMMUG040616.2,l27906
NONMMUG040617.2,l27907
NONMMUG040618.2,l27908
NONMMUG040619.2,l27909
NONMMUG040620.2,l27910
NONMMUG040621.2,l27911
NONMMUG040622.2,l27912
NONMMUG040624.2,l27913
NONMMUG039787.2,l27914
NONMMUG095526.1,l27915
NONMMUG040630.2,l27916
NONMMUG040631.2,l27917
NONMMUG040637.2,l27918
NONMMUG040636.3,l27919
NONMMUG040640.2,l27920
NONMMUG082514.1,l27921
NONMMUG040641.2,l27922
NONMMUG040642.2,l27923
NONMMUG040643.2,l27924
NONMMUG040644.2,l27925
NONMMUG040645.2,l27926
NONMMUG040646.2,l27927
NONMMUG040647.2,l27928
NONMMUG040648.2,l27929
NONMMUG095528.1,l27930
NONMMUG040649.2,l27931
NONMMUG040651.2,l27932
NONMMUG040650.2,l27933
NONMMUG080792.1,l27934
NONMMUG080793.1,l27935
NONMMUG080794.1,l27936
NONMMUG082515.1,l27937
NONMMUG040653.2,l27938
NONMMUG040654.2,l27939
NONMMUG040655.2,l27940
NONMMUG080804.1,l27941
NONMMUG040656.2,l27942
NONMMUG040657.2,l27943
NONMMUG040658.2,l27944
NONMMUG040659.2,l27945
NONMMUG040660.2,l27946
NONMMUG040661.2,l27947
NONMMUG040664.2,l27948
NONMMUG040665.2,l27949
NONMMUG040666.2,l27950
NONMMUG040667.2,l27951
NONMMUG040668.2,l27952
NONMMUG040669.2,l27953
NONMMUG040670.2,l27954
NONMMUG040671.2,l27955
NONMMUG040672.2,l27956
NONMMUG040675.2,l27957
NONMMUG040676.2,l27958
NONMMUG080807.1,l27959
NONMMUG040677.3,l27960
NONMMUG040678.2,l27961
NONMMUG040681.2,l27962
NONMMUG040684.2,l27963
NONMMUG040686.2,l27964
NONMMUG040688.2,l27965
NONMMUG040690.2,l27966
NONMMUG040691.2,l27967
NONMMUG040692.2,l27968
NONMMUG040694.2,l27969
NONMMUG040695.2,l27970
NONMMUG040696.2,l27971
NONMMUG040697.2,l27972
NONMMUG080823.1,l27973
NONMMUG040700.2,l27974
NONMMUG040702.2,l27975
NONMMUG040705.2,l27976
NONMMUG040706.2,l27977
NONMMUG040707.2,l27978
NONMMUG040708.2,l27979
NONMMUG040709.2,l27980
NONMMUG040710.2,l27981
NONMMUG040714.2,l27982
NONMMUG040716.2,l27983
NONMMUG040717.2,l27984
NONMMUG040718.2,l27985
NONMMUG040719.2,l27986
NONMMUG040720.2,l27987
NONMMUG095532.1,l27988
NONMMUG040721.2,l27989
NONMMUG095789.1,l27990
NONMMUG040727.2,l27991
NONMMUG040729.2,l27992
NONMMUG040730.2,l27993
NONMMUG040732.2,l27994
NONMMUG040733.2,l27995
NONMMUG040734.2,l27996
NONMMUG040735.2,l27997
NONMMUG040737.2,l27998
NONMMUG040738.2,l27999
NONMMUG040739.2,l28000
NONMMUG082539.1,l28001
NONMMUG040743.2,l28002
NONMMUG040744.2,l28003
NONMMUG040745.2,l28004
NONMMUG040746.2,l28005
NONMMUG040747.2,l28006
NONMMUG040748.2,l28007
NONMMUG040749.2,l28008
NONMMUG040750.2,l28009
NONMMUG040752.2,l28010
NONMMUG040753.2,l28011
NONMMUG040754.2,l28012
NONMMUG040755.2,l28013
NONMMUG080844.1,l28014
NONMMUG040758.2,l28015
NONMMUG040759.2,l28016
NONMMUG040760.2,l28017
NONMMUG040761.2,l28018
NONMMUG040762.2,l28019
NONMMUG040763.2,l28020
NONMMUG040765.2,l28021
NONMMUG040766.2,l28022
NONMMUG040767.2,l28023
NONMMUG040769.2,l28024
NONMMUG040771.2,l28025
NONMMUG080847.1,l28026
NONMMUG080850.1,l28027
NONMMUG040773.2,l28028
NONMMUG040776.3,l28029
NONMMUG040778.2,l28030
NONMMUG040780.2,l28031
NONMMUG040781.2,l28032
NONMMUG040782.2,l28033
NONMMUG040784.2,l28034
NONMMUG040785.2,l28035
NONMMUG040786.2,l28036
NONMMUG040787.2,l28037
NONMMUG082562.2,l28038
NONMMUG082557.1,l28039
NONMMUG040793.2,l28040
NONMMUG040795.2,l28041
NONMMUG040796.2,l28042
NONMMUG040797.2,l28043
NONMMUG040801.2,l28044
NONMMUG040802.2,l28045
NONMMUG040804.2,l28046
NONMMUG040805.2,l28047
NONMMUG040806.2,l28048
NONMMUG040809.2,l28049
NONMMUG095800.1,l28050
NONMMUG040815.2,l28051
NONMMUG040816.2,l28052
NONMMUG040817.2,l28053
NONMMUG040818.2,l28054
NONMMUG040819.2,l28055
NONMMUG040820.2,l28056
NONMMUG040822.2,l28057
NONMMUG040824.2,l28058
NONMMUG040826.3,l28059
NONMMUG040827.2,l28060
NONMMUG040830.2,l28061
NONMMUG040829.2,l28062
NONMMUG040831.2,l28063
NONMMUG095802.1,l28064
NONMMUG040834.2,l28065
NONMMUG040835.2,l28066
NONMMUG040837.2,l28067
NONMMUG040838.2,l28068
NONMMUG040841.2,l28069
NONMMUG040843.2,l28070
NONMMUG040844.2,l28071
NONMMUG040845.2,l28072
NONMMUG082572.1,l28073
NONMMUG040847.2,l28074
NONMMUG040849.2,l28075
NONMMUG040850.2,l28076
NONMMUG095813.1,l28077
NONMMUG040854.2,l28078
NONMMUG040855.2,l28079
NONMMUG040859.2,l28080
NONMMUG080871.1,l28081
NONMMUG040861.2,l28082
NONMMUG040867.3,l28083
NONMMUG040863.2,l28084
NONMMUG040862.2,l28085
NONMMUG040865.2,l28086
NONMMUG040868.3,l28087
NONMMUG080875.1,l28088
NONMMUG080878.1,l28089
NONMMUG080883.1,l28090
NONMMUG080884.1,l28091
NONMMUG080890.1,l28092
NONMMUG040874.2,l28093
NONMMUG040877.2,l28094
NONMMUG040880.2,l28095
NONMMUG040885.2,l28096
NONMMUG040886.2,l28097
NONMMUG040887.2,l28098
NONMMUG040888.2,l28099
NONMMUG040891.2,l28100
NONMMUG040892.2,l28101
NONMMUG040893.2,l28102
NONMMUG040894.2,l28103
NONMMUG040896.2,l28104
NONMMUG040902.2,l28105
NONMMUG040903.2,l28106
NONMMUG040904.2,l28107
NONMMUG040907.2,l28108
NONMMUG095824.1,l28109
NONMMUG040908.2,l28110
NONMMUG040909.2,l28111
NONMMUG082584.1,l28112
NONMMUG040911.2,l28113
NONMMUG040912.2,l28114
NONMMUG040913.3,l28115
NONMMUG095825.1,l28116
NONMMUG040915.2,l28117
NONMMUG040918.2,l28118
NONMMUG040919.2,l28119
NONMMUG040920.2,l28120
NONMMUG080908.1,l28121
NONMMUG040922.2,l28122
NONMMUG040923.2,l28123
NONMMUG040924.2,l28124
NONMMUG040926.2,l28125
NONMMUG040925.2,l28126
NONMMUG040929.2,l28127
NONMMUG040930.2,l28128
NONMMUG040931.2,l28129
NONMMUG040932.2,l28130
NONMMUG040933.2,l28131
NONMMUG040934.3,l28132
NONMMUG040935.2,l28133
NONMMUG040936.2,l28134
NONMMUG095555.1,l28135
NONMMUG040938.2,l28136
NONMMUG040939.2,l28137
NONMMUG040940.2,l28138
NONMMUG040941.2,l28139
NONMMUG040942.2,l28140
NONMMUG040943.2,l28141
NONMMUG040944.2,l28142
NONMMUG040945.2,l28143
NONMMUG040946.2,l28144
NONMMUG040947.2,l28145
NONMMUG040948.2,l28146
NONMMUG040949.2,l28147
NONMMUG040950.2,l28148
NONMMUG039791.2,l28149
NONMMUG081612.1,l28150
NONMMUG040953.2,l28151
NONMMUG039792.3,l28152
NONMMUG040957.2,l28153
NONMMUG040963.2,l28154
NONMMUG080921.1,l28155
NONMMUG080922.1,l28156
NONMMUG040964.2,l28157
NONMMUG080923.1,l28158
NONMMUG040965.2,l28159
NONMMUG040966.2,l28160
NONMMUG040967.2,l28161
NONMMUG040968.2,l28162
NONMMUG040969.2,l28163
NONMMUG080924.1,l28164
NONMMUG040971.2,l28165
NONMMUG040972.2,l28166
NONMMUG040973.2,l28167
NONMMUG040975.2,l28168
NONMMUG040976.2,l28169
NONMMUG040977.2,l28170
NONMMUG040978.2,l28171
NONMMUG040979.2,l28172
NONMMUG040981.2,l28173
NONMMUG040982.2,l28174
NONMMUG040983.3,l28175
NONMMUG040984.2,l28176
NONMMUG082611.1,l28177
NONMMUG080926.1,l28178
NONMMUG040990.2,l28179
NONMMUG040992.2,l28180
NONMMUG040993.2,l28181
NONMMUG040996.2,l28182
NONMMUG040997.2,l28183
NONMMUG040998.2,l28184
NONMMUG040999.2,l28185
NONMMUG041001.2,l28186
NONMMUG041002.2,l28187
NONMMUG041003.3,l28188
NONMMUG041004.2,l28189
NONMMUG080935.1,l28190
NONMMUG041005.2,l28191
NONMMUG041006.2,l28192
NONMMUG041007.3,l28193
NONMMUG041008.2,l28194
NONMMUG041009.2,l28195
NONMMUG041010.2,l28196
NONMMUG041012.2,l28197
NONMMUG041013.2,l28198
NONMMUG041014.2,l28199
NONMMUG039796.3,l28200
NONMMUG041016.2,l28201
NONMMUG041017.2,l28202
NONMMUG041019.2,l28203
NONMMUG041020.2,l28204
NONMMUG041021.2,l28205
NONMMUG041022.2,l28206
NONMMUG041023.2,l28207
NONMMUG041024.2,l28208
NONMMUG041027.3,l28209
NONMMUG041030.3,l28210
NONMMUG041032.2,l28211
NONMMUG041033.2,l28212
NONMMUG041034.2,l28213
NONMMUG082642.1,l28214
NONMMUG041035.2,l28215
NONMMUG041038.2,l28216
NONMMUG041039.2,l28217
NONMMUG041041.2,l28218
NONMMUG041042.2,l28219
NONMMUG041043.2,l28220
NONMMUG082645.2,l28221
NONMMUG041049.2,l28222
NONMMUG041048.2,l28223
NONMMUG041050.2,l28224
NONMMUG041051.2,l28225
NONMMUG041052.2,l28226
NONMMUG041053.2,l28227
NONMMUG041054.2,l28228
NONMMUG041055.2,l28229
NONMMUG039798.2,l28230
NONMMUG041060.2,l28231
NONMMUG041064.3,l28232
NONMMUG041065.2,l28233
NONMMUG095835.1,l28234
NONMMUG041066.2,l28235
NONMMUG041068.2,l28236
NONMMUG039799.2,l28237
NONMMUG041074.2,l28238
NONMMUG041075.2,l28239
NONMMUG041076.2,l28240
NONMMUG041077.2,l28241
NONMMUG041078.2,l28242
NONMMUG041080.2,l28243
NONMMUG041083.2,l28244
NONMMUG041084.3,l28245
NONMMUG041085.3,l28246
NONMMUG080990.1,l28247
NONMMUG041086.2,l28248
NONMMUG095569.1,l28249
NONMMUG041088.2,l28250
NONMMUG041090.2,l28251
NONMMUG041091.2,l28252
NONMMUG041092.2,l28253
NONMMUG041095.2,l28254
NONMMUG041096.2,l28255
NONMMUG041097.2,l28256
NONMMUG041098.2,l28257
NONMMUG041099.2,l28258
NONMMUG041105.2,l28259
NONMMUG081009.1,l28260
NONMMUG041106.2,l28261
NONMMUG041107.2,l28262
NONMMUG041108.2,l28263
NONMMUG041111.2,l28264
NONMMUG041112.2,l28265
NONMMUG039801.2,l28266
NONMMUG041118.2,l28267
NONMMUG095570.1,l28268
NONMMUG082661.1,l28269
NONMMUG041119.2,l28270
NONMMUG041125.2,l28271
NONMMUG041135.2,l28272
NONMMUG041139.2,l28273
NONMMUG041143.2,l28274
NONMMUG041144.2,l28275
NONMMUG041145.2,l28276
NONMMUG041146.2,l28277
NONMMUG041147.2,l28278
NONMMUG041150.2,l28279
NONMMUG041151.2,l28280
NONMMUG041152.2,l28281
NONMMUG039802.2,l28282
NONMMUG041153.2,l28283
NONMMUG041154.2,l28284
NONMMUG041155.2,l28285
NONMMUG041156.2,l28286
NONMMUG041157.2,l28287
NONMMUG041158.2,l28288
NONMMUG082674.1,l28289
NONMMUG041159.2,l28290
NONMMUG041160.2,l28291
NONMMUG039803.3,l28292
NONMMUG039804.2,l28293
NONMMUG039805.2,l28294
NONMMUG039806.2,l28295
NONMMUG041163.2,l28296
NONMMUG039807.2,l28297
NONMMUG041164.2,l28298
NONMMUG041165.2,l28299
NONMMUG041166.2,l28300
NONMMUG041167.2,l28301
NONMMUG041168.2,l28302
NONMMUG041169.2,l28303
NONMMUG039808.2,l28304
NONMMUG041171.2,l28305
NONMMUG039809.2,l28306
NONMMUG039810.2,l28307
NONMMUG041174.2,l28308
NONMMUG041176.2,l28309
NONMMUG081618.1,l28310
NONMMUG041181.2,l28311
NONMMUG041183.2,l28312
NONMMUG039812.2,l28313
NONMMUG041187.3,l28314
NONMMUG041188.2,l28315
NONMMUG041189.2,l28316
NONMMUG041190.2,l28317
NONMMUG041192.2,l28318
NONMMUG041194.2,l28319
NONMMUG041195.2,l28320
NONMMUG041197.2,l28321
NONMMUG041199.2,l28322
NONMMUG082683.1,l28323
NONMMUG041202.2,l28324
NONMMUG082684.1,l28325
NONMMUG041204.2,l28326
NONMMUG041211.2,l28327
NONMMUG041212.2,l28328
NONMMUG041217.2,l28329
NONMMUG041218.2,l28330
NONMMUG041219.2,l28331
NONMMUG039816.2,l28332
NONMMUG041225.2,l28333
NONMMUG041226.2,l28334
NONMMUG041227.2,l28335
NONMMUG081054.1,l28336
NONMMUG081055.1,l28337
NONMMUG081056.1,l28338
NONMMUG081057.1,l28339
NONMMUG081058.1,l28340
NONMMUG081059.1,l28341
NONMMUG041228.3,l28342
NONMMUG041229.2,l28343
NONMMUG041230.2,l28344
NONMMUG041234.2,l28345
NONMMUG041237.2,l28346
NONMMUG041239.2,l28347
NONMMUG081071.1,l28348
NONMMUG082712.2,l28349
NONMMUG041241.2,l28350
NONMMUG041242.2,l28351
NONMMUG041244.2,l28352
NONMMUG041245.2,l28353
NONMMUG095851.1,l28354
NONMMUG041250.2,l28355
NONMMUG041253.2,l28356
NONMMUG041252.2,l28357
NONMMUG041254.2,l28358
NONMMUG041255.2,l28359
NONMMUG041256.2,l28360
NONMMUG041257.2,l28361
NONMMUG041258.2,l28362
NONMMUG041259.2,l28363
NONMMUG041260.2,l28364
NONMMUG041261.2,l28365
NONMMUG041262.2,l28366
NONMMUG041263.2,l28367
NONMMUG041264.2,l28368
NONMMUG041265.2,l28369
NONMMUG041266.2,l28370
NONMMUG041268.2,l28371
NONMMUG039822.2,l28372
NONMMUG080353.1,l28373
NONMMUG080354.1,l28374
NONMMUG041273.2,l28375
NONMMUG041274.2,l28376
NONMMUG095855.1,l28377
NONMMUG041277.2,l28378
NONMMUG080355.1,l28379
NONMMUG041286.3,l28380
NONMMUG039823.2,l28381
NONMMUG082742.2,l28382
NONMMUG082728.1,l28383
NONMMUG082730.1,l28384
NONMMUG082733.1,l28385
NONMMUG082736.1,l28386
NONMMUG082739.1,l28387
NONMMUG041296.2,l28388
NONMMUG041297.3,l28389
NONMMUG039824.2,l28390
NONMMUG082751.1,l28391
NONMMUG041300.2,l28392
NONMMUG039825.2,l28393
NONMMUG041304.2,l28394
NONMMUG041306.2,l28395
NONMMUG041309.2,l28396
NONMMUG081137.1,l28397
NONMMUG041310.2,l28398
NONMMUG041311.2,l28399
NONMMUG041313.2,l28400
NONMMUG039826.2,l28401
NONMMUG041315.2,l28402
NONMMUG041316.3,l28403
NONMMUG041317.2,l28404
NONMMUG041318.2,l28405
NONMMUG095594.1,l28406
NONMMUG041323.3,l28407
NONMMUG041324.2,l28408
NONMMUG041326.2,l28409
NONMMUG041327.2,l28410
NONMMUG041328.2,l28411
NONMMUG041329.2,l28412
NONMMUG041330.2,l28413
NONMMUG041331.2,l28414
NONMMUG041332.2,l28415
NONMMUG039828.2,l28416
NONMMUG041334.2,l28417
NONMMUG041335.2,l28418
NONMMUG041336.2,l28419
NONMMUG041338.2,l28420
NONMMUG041339.2,l28421
NONMMUG041340.2,l28422
NONMMUG039829.2,l28423
NONMMUG081147.1,l28424
NONMMUG041344.2,l28425
NONMMUG081148.1,l28426
NONMMUG041345.2,l28427
NONMMUG041353.2,l28428
NONMMUG041354.2,l28429
NONMMUG041355.2,l28430
NONMMUG081151.1,l28431
NONMMUG095598.1,l28432
NONMMUG095599.1,l28433
NONMMUG041359.2,l28434
NONMMUG041360.2,l28435
NONMMUG039830.2,l28436
NONMMUG041361.2,l28437
NONMMUG041362.2,l28438
NONMMUG041364.2,l28439
NONMMUG041366.3,l28440
NONMMUG041367.2,l28441
NONMMUG041368.2,l28442
NONMMUG095861.1,l28443
NONMMUG041372.2,l28444
NONMMUG041374.2,l28445
NONMMUG041375.2,l28446
NONMMUG041376.2,l28447
NONMMUG039831.2,l28448
NONMMUG082771.2,l28449
NONMMUG041380.2,l28450
NONMMUG041382.2,l28451
NONMMUG039832.2,l28452
NONMMUG039833.2,l28453
NONMMUG039834.2,l28454
NONMMUG039835.2,l28455
NONMMUG041383.2,l28456
NONMMUG096725.1,l28457
NONMMUG039836.2,l28458
NONMMUG039837.2,l28459
NONMMUG039838.2,l28460
NONMMUG081628.1,l28461
NONMMUG080356.1,l28462
NONMMUG082784.1,l28463
NONMMUG041388.2,l28464
NONMMUG041389.2,l28465
NONMMUG041390.2,l28466
NONMMUG041391.2,l28467
NONMMUG041392.2,l28468
NONMMUG041393.2,l28469
NONMMUG041394.2,l28470
NONMMUG041395.2,l28471
NONMMUG041396.2,l28472
NONMMUG039840.2,l28473
NONMMUG039841.2,l28474
NONMMUG042097.2,l28475
NONMMUG043738.3,l28476
NONMMUG043741.2,l28477
NONMMUG043743.2,l28478
NONMMUG043744.2,l28479
NONMMUG043745.2,l28480
NONMMUG043750.2,l28481
NONMMUG084046.1,l28482
NONMMUG043751.2,l28483
NONMMUG043752.2,l28484
NONMMUG043753.2,l28485
NONMMUG042098.2,l28486
NONMMUG043755.2,l28487
NONMMUG043756.2,l28488
NONMMUG043757.2,l28489
NONMMUG043758.2,l28490
NONMMUG043760.2,l28491
NONMMUG043759.2,l28492
NONMMUG043762.2,l28493
NONMMUG043763.2,l28494
NONMMUG043764.2,l28495
NONMMUG043765.2,l28496
NONMMUG043766.2,l28497
NONMMUG043768.2,l28498
NONMMUG043769.2,l28499
NONMMUG043770.2,l28500
NONMMUG043771.2,l28501
NONMMUG043772.2,l28502
NONMMUG043774.2,l28503
NONMMUG043777.2,l28504
NONMMUG085299.2,l28505
NONMMUG085295.1,l28506
NONMMUG043782.2,l28507
NONMMUG043783.2,l28508
NONMMUG043784.2,l28509
NONMMUG043785.2,l28510
NONMMUG043786.2,l28511
NONMMUG043787.2,l28512
NONMMUG043794.3,l28513
NONMMUG043803.2,l28514
NONMMUG085318.2,l28515
NONMMUG043804.2,l28516
NONMMUG043805.2,l28517
NONMMUG043806.2,l28518
NONMMUG042099.2,l28519
NONMMUG043807.2,l28520
NONMMUG043809.2,l28521
NONMMUG043810.2,l28522
NONMMUG043811.2,l28523
NONMMUG084081.2,l28524
NONMMUG043815.3,l28525
NONMMUG043816.3,l28526
NONMMUG096128.1,l28527
NONMMUG043817.2,l28528
NONMMUG043818.2,l28529
NONMMUG084083.1,l28530
NONMMUG043819.2,l28531
NONMMUG084085.1,l28532
NONMMUG043820.2,l28533
NONMMUG043821.2,l28534
NONMMUG042100.2,l28535
NONMMUG043823.3,l28536
NONMMUG043834.2,l28537
NONMMUG084094.1,l28538
NONMMUG096368.1,l28539
NONMMUG043836.2,l28540
NONMMUG043841.2,l28541
NONMMUG043843.2,l28542
NONMMUG043844.2,l28543
NONMMUG043845.2,l28544
NONMMUG043846.2,l28545
NONMMUG085324.1,l28546
NONMMUG043848.2,l28547
NONMMUG083082.1,l28548
NONMMUG043851.2,l28549
NONMMUG043852.2,l28550
NONMMUG043853.2,l28551
NONMMUG042102.2,l28552
NONMMUG043856.3,l28553
NONMMUG043857.3,l28554
NONMMUG042103.2,l28555
NONMMUG043858.2,l28556
NONMMUG043859.2,l28557
NONMMUG043861.2,l28558
NONMMUG043867.2,l28559
NONMMUG043870.2,l28560
NONMMUG043872.2,l28561
NONMMUG043881.2,l28562
NONMMUG043882.2,l28563
NONMMUG043883.2,l28564
NONMMUG043884.2,l28565
NONMMUG043885.2,l28566
NONMMUG043886.2,l28567
NONMMUG043888.2,l28568
NONMMUG043889.2,l28569
NONMMUG043891.2,l28570
NONMMUG043892.2,l28571
NONMMUG084110.1,l28572
NONMMUG084111.1,l28573
NONMMUG043897.2,l28574
NONMMUG043899.2,l28575
NONMMUG043900.2,l28576
NONMMUG096132.1,l28577
NONMMUG043902.2,l28578
NONMMUG043903.2,l28579
NONMMUG043905.2,l28580
NONMMUG043906.2,l28581
NONMMUG043907.2,l28582
NONMMUG042105.2,l28583
NONMMUG043911.2,l28584
NONMMUG043910.2,l28585
NONMMUG043912.2,l28586
NONMMUG042106.2,l28587
NONMMUG043917.2,l28588
NONMMUG043919.2,l28589
NONMMUG042107.2,l28590
NONMMUG084118.1,l28591
NONMMUG043923.2,l28592
NONMMUG043924.2,l28593
NONMMUG043925.2,l28594
NONMMUG042108.2,l28595
NONMMUG043927.2,l28596
NONMMUG043929.2,l28597
NONMMUG084120.1,l28598
NONMMUG085342.1,l28599
NONMMUG043932.2,l28600
NONMMUG043933.2,l28601
NONMMUG043934.2,l28602
NONMMUG043938.2,l28603
NONMMUG043940.2,l28604
NONMMUG043941.2,l28605
NONMMUG085343.1,l28606
NONMMUG042109.2,l28607
NONMMUG083083.1,l28608
NONMMUG084121.1,l28609
NONMMUG043942.2,l28610
NONMMUG084122.1,l28611
NONMMUG085345.1,l28612
NONMMUG043944.2,l28613
NONMMUG042110.2,l28614
NONMMUG043945.2,l28615
NONMMUG043946.2,l28616
NONMMUG084124.1,l28617
NONMMUG043948.2,l28618
NONMMUG043950.2,l28619
NONMMUG085346.1,l28620
NONMMUG043952.2,l28621
NONMMUG085347.2,l28622
NONMMUG043958.2,l28623
NONMMUG043959.2,l28624
NONMMUG043961.2,l28625
NONMMUG043962.2,l28626
NONMMUG043963.2,l28627
NONMMUG043964.2,l28628
NONMMUG043966.2,l28629
NONMMUG042111.2,l28630
NONMMUG043968.2,l28631
NONMMUG042112.2,l28632
NONMMUG042104.2,l28633
NONMMUG042113.3,l28634
NONMMUG043978.2,l28635
NONMMUG043981.2,l28636
NONMMUG043984.2,l28637
NONMMUG043987.2,l28638
NONMMUG043988.2,l28639
NONMMUG043990.2,l28640
NONMMUG043991.2,l28641
NONMMUG043992.2,l28642
NONMMUG043993.2,l28643
NONMMUG043995.2,l28644
NONMMUG043996.2,l28645
NONMMUG043997.2,l28646
NONMMUG043998.2,l28647
NONMMUG043999.2,l28648
NONMMUG044002.2,l28649
NONMMUG044003.2,l28650
NONMMUG044004.2,l28651
NONMMUG044005.2,l28652
NONMMUG044007.2,l28653
NONMMUG044009.2,l28654
NONMMUG044010.2,l28655
NONMMUG044011.2,l28656
NONMMUG044012.2,l28657
NONMMUG044013.2,l28658
NONMMUG044016.2,l28659
NONMMUG085365.1,l28660
NONMMUG085366.1,l28661
NONMMUG044019.2,l28662
NONMMUG044021.2,l28663
NONMMUG044022.2,l28664
NONMMUG044025.2,l28665
NONMMUG044023.2,l28666
NONMMUG044029.2,l28667
NONMMUG044031.2,l28668
NONMMUG044037.2,l28669
NONMMUG044038.2,l28670
NONMMUG044041.2,l28671
NONMMUG044043.2,l28672
NONMMUG044045.2,l28673
NONMMUG044049.2,l28674
NONMMUG044051.2,l28675
NONMMUG044052.2,l28676
NONMMUG044053.2,l28677
NONMMUG044054.2,l28678
NONMMUG044055.2,l28679
NONMMUG044056.2,l28680
NONMMUG044058.2,l28681
NONMMUG044057.2,l28682
NONMMUG044059.2,l28683
NONMMUG044060.2,l28684
NONMMUG044061.2,l28685
NONMMUG044062.2,l28686
NONMMUG044063.2,l28687
NONMMUG044066.2,l28688
NONMMUG084157.1,l28689
NONMMUG084158.1,l28690
NONMMUG044068.3,l28691
NONMMUG044069.2,l28692
NONMMUG096413.1,l28693
NONMMUG096414.1,l28694
NONMMUG044070.3,l28695
NONMMUG044072.2,l28696
NONMMUG044073.3,l28697
NONMMUG044080.3,l28698
NONMMUG044082.2,l28699
NONMMUG085384.1,l28700
NONMMUG044086.2,l28701
NONMMUG044087.2,l28702
NONMMUG044088.2,l28703
NONMMUG085385.1,l28704
NONMMUG044089.2,l28705
NONMMUG044090.2,l28706
NONMMUG085387.1,l28707
NONMMUG044094.2,l28708
NONMMUG044096.2,l28709
NONMMUG044097.2,l28710
NONMMUG044098.2,l28711
NONMMUG044100.2,l28712
NONMMUG044102.2,l28713
NONMMUG044103.2,l28714
NONMMUG044105.2,l28715
NONMMUG096418.1,l28716
NONMMUG044107.2,l28717
NONMMUG084177.1,l28718
NONMMUG084178.1,l28719
NONMMUG084179.1,l28720
NONMMUG084180.1,l28721
NONMMUG084181.1,l28722
NONMMUG084182.1,l28723
NONMMUG044108.2,l28724
NONMMUG044109.2,l28725
NONMMUG044110.2,l28726
NONMMUG044111.2,l28727
NONMMUG044112.2,l28728
NONMMUG044113.2,l28729
NONMMUG044114.2,l28730
NONMMUG044115.2,l28731
NONMMUG044116.2,l28732
NONMMUG044117.2,l28733
NONMMUG044118.2,l28734
NONMMUG044119.2,l28735
NONMMUG044120.2,l28736
NONMMUG044122.2,l28737
NONMMUG044123.2,l28738
NONMMUG044124.2,l28739
NONMMUG044134.2,l28740
NONMMUG044135.2,l28741
NONMMUG044138.2,l28742
NONMMUG044139.2,l28743
NONMMUG044140.2,l28744
NONMMUG044143.2,l28745
NONMMUG044145.2,l28746
NONMMUG044147.2,l28747
NONMMUG044151.2,l28748
NONMMUG044152.2,l28749
NONMMUG044153.2,l28750
NONMMUG044155.2,l28751
NONMMUG044156.2,l28752
NONMMUG044157.2,l28753
NONMMUG044158.2,l28754
NONMMUG044161.2,l28755
NONMMUG044163.2,l28756
NONMMUG044164.2,l28757
NONMMUG044165.3,l28758
NONMMUG085445.1,l28759
NONMMUG044166.2,l28760
NONMMUG044167.2,l28761
NONMMUG085467.2,l28762
NONMMUG044169.2,l28763
NONMMUG044170.2,l28764
NONMMUG085469.1,l28765
NONMMUG085470.1,l28766
NONMMUG085471.1,l28767
NONMMUG085472.1,l28768
NONMMUG085474.1,l28769
NONMMUG085476.1,l28770
