NoncodeGeneID,LncbookGeneID,l_ID
-,HSALNG0142167,l00777
NONHSAG057671.1,HSALNG0002529,l00778
-,HSALNG0002532,l00779
-,HSALNG0002534,l00780
-,HSALNG0002535,l00781
NONHSAG056313.1,HSALNG0002536,l00782
-,HSALNG0002544,l00783
NONHSAG057672.1,HSALNG0002541,l00784
-,HSALNG0002542,l00785
NONHSAG001043.2,HSALNG0002546,l00786
-,HSALNG0002561,l00787
NONHSAG105358.1,HSALNG0002568,l00788
-,HSALNG0002573,l00789
-,HSALNG0002578,l00790
-,HSALNG0002587,l00791
-,HSALNG0002595,l00792
-,HSALNG0002601,l00793
-,HSALNG0002602,l00794
-,HSALNG0002603,l00795
-,HSALNG0002604,l00796
-,HSALNG0002606,l00797
-,HSALNG0002607,l00798
-,HSALNG0002608,l00799
-,HSALNG0002618,l00800
-,HSALNG0002612,l00801
NONHSAG001063.2,HSALNG0002615,l00802
NONHSAG056322.1,HSALNG0002616,l00803
NONHSAG056324.1,HSALNG0002621,l00804
NONHSAG001065.2,HSALNG0002623,l00805
NONHSAG105362.1,HSALNG0002635,l00806
NONHSAG056325.1,HSALNG0002640,l00807
NONHSAG105363.1,HSALNG0002641,l00808
-,HSALNG0002655,l00809
NONHSAG001077.2,HSALNG0002658,l00810
NONHSAG001080.2,HSALNG0002660,l00811
-,HSALNG0002661,l00812
NONHSAG001083.2,HSALNG0002675,l00813
NONHSAG001086.2,HSALNG0002680,l00814
NONHSAG001088.2,HSALNG0002683,l00815
NONHSAG001090.3,HSALNG0002686,l00816
NONHSAG056335.1,HSALNG0002688,l00817
NONHSAG056336.1,HSALNG0002689,l00818
NONHSAG057689.1,HSALNG0002690,l00819
-,HSALNG0002691,l00820
-,HSALNG0002692,l00821
NONHSAG057691.1,HSALNG0002693,l00822
-,HSALNG0142172,l00823
-,HSALNG0002699,l00824
-,HSALNG0002702,l00825
-,HSALNG0002703,l00826
-,HSALNG0002708,l00827
-,HSALNG0002706,l00828
-,HSALNG0002705,l00829
-,HSALNG0002716,l00830
-,HSALNG0002723,l00831
NONHSAG001104.2,HSALNG0002724,l00832
NONHSAG057697.1,HSALNG0002725,l00833
-,HSALNG0142173,l00834
NONHSAG057698.1,HSALNG0002726,l00835
-,HSALNG0002728,l00836
NONHSAG001106.2,HSALNG0002736,l00837
-,HSALNG0002738,l00838
NONHSAG001110.2,HSALNG0002748,l00839
-,HSALNG0142175,l00840
NONHSAG001112.2,HSALNG0002760,l00841
NONHSAG056356.1,HSALNG0002762,l00842
-,HSALNG0002774,l00843
-,HSALNG0002775,l00844
-,HSALNG0002780,l00845
-,HSALNG0002799,l00846
-,HSALNG0002806,l00847
-,HSALNG0002807,l00848
-,HSALNG0002808,l00849
NONHSAG056359.1,HSALNG0002809,l00850
NONHSAG001132.2,HSALNG0002810,l00851
-,HSALNG0002811,l00852
NONHSAG001134.2,HSALNG0002813,l00853
-,HSALNG0002814,l00854
NONHSAG057705.1,HSALNG0002815,l00855
NONHSAG057706.1,HSALNG0002816,l00856
-,HSALNG0002817,l00857
NONHSAG001138.2,HSALNG0002821,l00858
-,HSALNG0002834,l00859
NONHSAG001142.2,HSALNG0002841,l00860
-,HSALNG0002843,l00861
NONHSAG104883.1,HSALNG0002845,l00862
NONHSAG001144.2,HSALNG0002852,l00863
-,HSALNG0002853,l00864
-,HSALNG0002854,l00865
-,HSALNG0141739,l00866
NONHSAG001148.2,HSALNG0002857,l00867
NONHSAG001150.2,HSALNG0002861,l00868
-,HSALNG0002862,l00869
-,HSALNG0002869,l00870
NONHSAG001152.2,HSALNG0002870,l00871
-,HSALNG0002871,l00872
NONHSAG057711.1,HSALNG0002873,l00873
NONHSAG001156.2,HSALNG0002875,l00874
-,HSALNG0002876,l00875
-,HSALNG0002878,l00876
-,HSALNG0002879,l00877
NONHSAG001161.2,HSALNG0002880,l00878
NONHSAG056366.1,HSALNG0002883,l00879
-,HSALNG0002885,l00880
-,HSALNG0002886,l00881
-,HSALNG0002890,l00882
-,HSALNG0002891,l00883
NONHSAG001168.2,HSALNG0002893,l00884
-,HSALNG0002908,l00885
-,HSALNG0002910,l00886
-,HSALNG0002911,l00887
-,HSALNG0002914,l00888
-,HSALNG0141742,l00889
NONHSAG001177.2,HSALNG0002919,l00890
-,HSALNG0002921,l00891
NONHSAG001180.3,HSALNG0002928,l00892
NONHSAG104886.1,HSALNG0002925,l00893
NONHSAG104887.1,HSALNG0002926,l00894
NONHSAG057714.1,HSALNG0002927,l00895
NONHSAG001183.2,HSALNG0002930,l00896
-,HSALNG0002931,l00897
NONHSAG001186.2,HSALNG0002932,l00898
NONHSAG001187.2,HSALNG0002933,l00899
NONHSAG001188.2,HSALNG0002934,l00900
-,HSALNG0002935,l00901
NONHSAG104888.1,HSALNG0002938,l00902
-,HSALNG0002944,l00903
-,HSALNG0002951,l00904
NONHSAG001192.2,HSALNG0002955,l00905
NONHSAG001196.2,HSALNG0002957,l00906
NONHSAG001197.2,HSALNG0002958,l00907
-,HSALNG0002974,l00908
-,HSALNG0141743,l00909
NONHSAG001200.2,HSALNG0002975,l00910
-,HSALNG0002976,l00911
-,HSALNG0141744,l00912
NONHSAG104892.1,HSALNG0002989,l00913
NONHSAG001204.2,HSALNG0002990,l00914
-,HSALNG0003014,l00915
-,HSALNG0003016,l00916
-,HSALNG0003018,l00917
NONHSAG056385.1,HSALNG0003027,l00918
NONHSAG001213.2,HSALNG0003028,l00919
-,HSALNG0003030,l00920
-,HSALNG0003031,l00921
NONHSAG056386.1,HSALNG0003032,l00922
-,HSALNG0003034,l00923
-,HSALNG0003039,l00924
-,HSALNG0003043,l00925
NONHSAG104894.1,HSALNG0003051,l00926
-,HSALNG0003053,l00927
-,HSALNG0003054,l00928
NONHSAG001222.2,HSALNG0003055,l00929
-,HSALNG0142180,l00930
-,HSALNG0003071,l00931
-,HSALNG0003074,l00932
-,HSALNG0003076,l00933
-,HSALNG0003078,l00934
-,HSALNG0142181,l00935
-,HSALNG0003089,l00936
-,HSALNG0003091,l00937
NONHSAG104895.1,HSALNG0003096,l00938
NONHSAG001236.2,HSALNG0003097,l00939
NONHSAG001238.3,HSALNG0003100,l00940
NONHSAG001240.2,HSALNG0003105,l00941
-,HSALNG0003118,l00942
NONHSAG001244.2,HSALNG0142183,l00943
NONHSAG056395.1,HSALNG0003121,l00944
-,HSALNG0003131,l00945
-,HSALNG0003132,l00946
-,HSALNG0003136,l00947
NONHSAG057723.1,HSALNG0003137,l00948
-,HSALNG0003139,l00949
NONHSAG056397.1,HSALNG0003143,l00950
NONHSAG057724.1,HSALNG0003144,l00951
-,HSALNG0003145,l00952
-,HSALNG0003146,l00953
-,HSALNG0003147,l00954
-,HSALNG0003148,l00955
-,HSALNG0003149,l00956
-,HSALNG0003151,l00957
-,HSALNG0003152,l00958
NONHSAG001263.3,HSALNG0003154,l00959
NONHSAG056398.1,HSALNG0003158,l00960
-,HSALNG0003165,l00961
NONHSAG105378.1,HSALNG0003166,l00962
NONHSAG056401.1,HSALNG0003174,l00963
-,HSALNG0141746,l00964
NONHSAG001272.2,HSALNG0003176,l00965
-,HSALNG0003182,l00966
NONHSAG057730.1,HSALNG0003186,l00967
-,HSALNG0003189,l00968
-,HSALNG0003190,l00969
-,HSALNG0003195,l00970
NONHSAG001278.2,HSALNG0142186,l00971
NONHSAG105382.1,HSALNG0003201,l00972
-,HSALNG0003202,l00973
-,HSALNG0141747,l00974
NONHSAG056404.1,HSALNG0003203,l00975
NONHSAG056405.1,HSALNG0003204,l00976
-,HSALNG0003215,l00977
NONHSAG056407.2,HSALNG0003221,l00978
-,HSALNG0003230,l00979
-,HSALNG0142187,l00980
-,HSALNG0003231,l00981
-,HSALNG0003233,l00982
NONHSAG105385.1,HSALNG0003239,l00983
NONHSAG001297.2,HSALNG0003247,l00984
NONHSAG001301.3,HSALNG0003260,l00985
NONHSAG001302.2,HSALNG0003262,l00986
NONHSAG001304.2,HSALNG0003266,l00987
NONHSAG001305.2,HSALNG0003267,l00988
NONHSAG001311.2,HSALNG0003271,l00989
NONHSAG056412.1,HSALNG0003272,l00990
-,HSALNG0003274,l00991
NONHSAG056413.1,HSALNG0003277,l00992
-,HSALNG0003278,l00993
-,HSALNG0003280,l00994
NONHSAG001317.2,HSALNG0003293,l00995
-,HSALNG0003295,l00996
-,HSALNG0003301,l00997
-,HSALNG0003303,l00998
NONHSAG105389.1,HSALNG0142190,l00999
-,HSALNG0003308,l01000
NONHSAG056416.1,HSALNG0003310,l01001
-,HSALNG0003311,l01002
NONHSAG001331.2,HSALNG0003313,l01003
NONHSAG105390.1,HSALNG0003322,l01004
NONHSAG104906.1,HSALNG0003329,l01005
-,HSALNG0003332,l01006
-,HSALNG0003333,l01007
NONHSAG056418.1,HSALNG0003335,l01008
-,HSALNG0003339,l01009
-,HSALNG0142193,l01010
NONHSAG105391.1,HSALNG0003340,l01011
-,HSALNG0003343,l01012
-,HSALNG0003345,l01013
-,HSALNG0003342,l01014
NONHSAG104907.1,HSALNG0003346,l01015
NONHSAG001349.2,HSALNG0003349,l01016
-,HSALNG0003350,l01017
-,HSALNG0142194,l01018
-,HSALNG0003352,l01019
-,HSALNG0003353,l01020
-,HSALNG0003374,l01021
-,HSALNG0003376,l01022
-,HSALNG0003378,l01023
NONHSAG057749.1,HSALNG0003380,l01024
-,HSALNG0003381,l01025
NONHSAG001368.2,HSALNG0003387,l01026
-,HSALNG0003388,l01027
NONHSAG105392.1,HSALNG0003389,l01028
NONHSAG105394.1,HSALNG0003393,l01029
NONHSAG001372.2,HSALNG0003394,l01030
-,HSALNG0003395,l01031
-,HSALNG0003396,l01032
-,HSALNG0003397,l01033
NONHSAG001374.2,HSALNG0003398,l01034
-,HSALNG0003406,l01035
NONHSAG001380.2,HSALNG0003410,l01036
-,HSALNG0003426,l01037
NONHSAG001386.2,HSALNG0003428,l01038
-,HSALNG0142195,l01039
NONHSAG001387.2,HSALNG0003432,l01040
-,HSALNG0003433,l01041
-,HSALNG0003434,l01042
-,HSALNG0003437,l01043
-,HSALNG0003438,l01044
NONHSAG057756.1,HSALNG0003439,l01045
NONHSAG057757.1,HSALNG0003440,l01046
NONHSAG056425.1,HSALNG0003441,l01047
NONHSAG056427.1,HSALNG0003443,l01048
-,HSALNG0003447,l01049
-,HSALNG0003449,l01050
NONHSAG001398.2,HSALNG0003450,l01051
-,HSALNG0003452,l01052
NONHSAG001403.2,HSALNG0003453,l01053
-,HSALNG0003454,l01054
-,HSALNG0003455,l01055
-,HSALNG0141751,l01056
-,HSALNG0003463,l01057
-,HSALNG0003464,l01058
NONHSAG001410.2,HSALNG0003475,l01059
-,HSALNG0141752,l01060
-,HSALNG0141753,l01061
-,HSALNG0003481,l01062
-,HSALNG0003482,l01063
-,HSALNG0003485,l01064
-,HSALNG0003488,l01065
-,HSALNG0003491,l01066
-,HSALNG0003495,l01067
-,HSALNG0003496,l01068
NONHSAG001417.2,HSALNG0003499,l01069
-,HSALNG0003500,l01070
NONHSAG001418.2,HSALNG0003501,l01071
NONHSAG104913.1,HSALNG0003510,l01072
NONHSAG001424.2,HSALNG0003512,l01073
-,HSALNG0003513,l01074
NONHSAG057763.1,HSALNG0003515,l01075
-,HSALNG0003517,l01076
-,HSALNG0003520,l01077
-,HSALNG0003531,l01078
-,HSALNG0003532,l01079
NONHSAG056443.1,HSALNG0003540,l01080
-,HSALNG0003544,l01081
NONHSAG001437.2,HSALNG0003545,l01082
NONHSAG001438.3,HSALNG0003546,l01083
NONHSAG057773.1,HSALNG0003547,l01084
-,HSALNG0003554,l01085
-,HSALNG0003556,l01086
-,HSALNG0003560,l01087
NONHSAG105400.1,HSALNG0003561,l01088
NONHSAG001445.2,HSALNG0003562,l01089
NONHSAG001447.2,HSALNG0003563,l01090
-,HSALNG0003564,l01091
-,HSALNG0003570,l01092
NONHSAG001451.2,HSALNG0003576,l01093
-,HSALNG0003577,l01094
NONHSAG104915.1,HSALNG0003578,l01095
NONHSAG001454.2,HSALNG0003580,l01096
-,HSALNG0003583,l01097
-,HSALNG0003581,l01098
NONHSAG001455.2,HSALNG0003582,l01099
-,HSALNG0141757,l01100
-,HSALNG0003589,l01101
NONHSAG001459.2,HSALNG0003592,l01102
NONHSAG056447.1,HSALNG0003593,l01103
NONHSAG001461.2,HSALNG0003594,l01104
NONHSAG001462.2,HSALNG0003595,l01105
NONHSAG001467.2,HSALNG0141760,l01106
NONHSAG001468.2,HSALNG0003604,l01107
NONHSAG104917.1,HSALNG0003605,l01108
NONHSAG001469.2,HSALNG0003606,l01109
NONHSAG056448.1,HSALNG0003607,l01110
-,HSALNG0003611,l01111
NONHSAG056451.1,HSALNG0003618,l01112
-,HSALNG0003619,l01113
-,HSALNG0003622,l01114
-,HSALNG0003624,l01115
-,HSALNG0142197,l01116
-,HSALNG0003638,l01117
-,HSALNG0003639,l01118
-,HSALNG0141762,l01119
NONHSAG001487.2,HSALNG0003650,l01120
-,HSALNG0003653,l01121
NONHSAG105407.1,HSALNG0003656,l01122
NONHSAG105408.1,HSALNG0003657,l01123
NONHSAG001491.2,HSALNG0003665,l01124
-,HSALNG0141763,l01125
NONHSAG001499.2,HSALNG0003677,l01126
-,HSALNG0003680,l01127
-,HSALNG0003681,l01128
-,HSALNG0003685,l01129
-,HSALNG0003688,l01130
-,HSALNG0003689,l01131
NONHSAG001508.2,HSALNG0003690,l01132
NONHSAG001509.2,HSALNG0003691,l01133
NONHSAG001510.2,HSALNG0003692,l01134
-,HSALNG0003694,l01135
-,HSALNG0003695,l01136
-,HSALNG0141764,l01137
-,HSALNG0003701,l01138
-,HSALNG0003702,l01139
-,HSALNG0003704,l01140
-,HSALNG0003722,l01141
NONHSAG001524.3,HSALNG0003725,l01142
-,HSALNG0003727,l01143
-,HSALNG0003731,l01144
-,HSALNG0003733,l01145
-,HSALNG0003734,l01146
NONHSAG056459.1,HSALNG0003735,l01147
-,HSALNG0003742,l01148
NONHSAG056461.1,HSALNG0003749,l01149
NONHSAG001541.2,HSALNG0003753,l01150
-,HSALNG0003754,l01151
NONHSAG001543.2,HSALNG0141766,l01152
-,HSALNG0141767,l01153
NONHSAG057791.1,HSALNG0003756,l01154
-,HSALNG0003757,l01155
NONHSAG057792.1,HSALNG0003758,l01156
-,HSALNG0003759,l01157
-,HSALNG0003763,l01158
-,HSALNG0141768,l01159
NONHSAG001550.2,HSALNG0003766,l01160
NONHSAG001551.2,HSALNG0003770,l01161
NONHSAG001552.2,HSALNG0003777,l01162
-,HSALNG0003782,l01163
NONHSAG056463.1,HSALNG0003783,l01164
NONHSAG001554.2,HSALNG0003787,l01165
NONHSAG001557.2,HSALNG0003804,l01166
NONHSAG056466.2,HSALNG0003805,l01167
-,HSALNG0141769,l01168
-,HSALNG0003806,l01169
-,HSALNG0142199,l01170
-,HSALNG0003811,l01171
-,HSALNG0003812,l01172
NONHSAG001562.2,HSALNG0003816,l01173
NONHSAG001564.2,HSALNG0003819,l01174
-,HSALNG0003823,l01175
-,HSALNG0003824,l01176
-,HSALNG0003825,l01177
-,HSALNG0003829,l01178
-,HSALNG0003830,l01179
-,HSALNG0003833,l01180
-,HSALNG0003836,l01181
-,HSALNG0003838,l01182
NONHSAG056469.1,HSALNG0003839,l01183
-,HSALNG0003840,l01184
-,HSALNG0003841,l01185
NONHSAG056470.1,HSALNG0003842,l01186
-,HSALNG0003848,l01187
NONHSAG056471.1,HSALNG0003849,l01188
-,HSALNG0142200,l01189
-,HSALNG0003852,l01190
NONHSAG057801.1,HSALNG0003854,l01191
-,HSALNG0003859,l01192
-,HSALNG0141771,l01193
NONHSAG001586.2,HSALNG0003867,l01194
-,HSALNG0003871,l01195
-,HSALNG0003872,l01196
-,HSALNG0003874,l01197
-,HSALNG0003877,l01198
NONHSAG057806.1,HSALNG0003879,l01199
NONHSAG056475.1,HSALNG0003881,l01200
NONHSAG001590.2,HSALNG0003886,l01201
NONHSAG057808.1,HSALNG0003890,l01202
NONHSAG001592.2,HSALNG0003891,l01203
-,HSALNG0003898,l01204
-,HSALNG0003900,l01205
-,HSALNG0003903,l01206
NONHSAG001603.2,HSALNG0003904,l01207
-,HSALNG0003908,l01208
-,HSALNG0003913,l01209
-,HSALNG0003914,l01210
-,HSALNG0003916,l01211
NONHSAG001609.2,HSALNG0003917,l01212
-,HSALNG0003918,l01213
-,HSALNG0003919,l01214
NONHSAG001612.2,HSALNG0003926,l01215
-,HSALNG0003927,l01216
-,HSALNG0003928,l01217
NONHSAG056478.1,HSALNG0003930,l01218
-,HSALNG0003933,l01219
NONHSAG001616.2,HSALNG0003945,l01220
-,HSALNG0003947,l01221
-,HSALNG0003950,l01222
-,HSALNG0003952,l01223
-,HSALNG0003954,l01224
NONHSAG057815.1,HSALNG0003955,l01225
NONHSAG056483.2,HSALNG0003956,l01226
-,HSALNG0003957,l01227
NONHSAG057817.1,HSALNG0003958,l01228
NONHSAG057818.1,HSALNG0003959,l01229
-,HSALNG0003960,l01230
NONHSAG059051.2,HSALNG0003962,l01231
NONHSAG059052.2,HSALNG0003964,l01232
-,HSALNG0003965,l01233
-,HSALNG0003966,l01234
NONHSAG057821.1,HSALNG0003967,l01235
-,HSALNG0003969,l01236
-,HSALNG0003970,l01237
NONHSAG057824.1,HSALNG0003973,l01238
-,HSALNG0003975,l01239
NONHSAG056485.1,HSALNG0003976,l01240
-,HSALNG0003977,l01241
-,HSALNG0003979,l01242
-,HSALNG0003986,l01243
NONHSAG001646.2,HSALNG0003987,l01244
-,HSALNG0003990,l01245
-,HSALNG0003992,l01246
-,HSALNG0003993,l01247
-,HSALNG0003994,l01248
-,HSALNG0004000,l01249
-,HSALNG0004002,l01250
-,HSALNG0004004,l01251
NONHSAG001654.2,HSALNG0004005,l01252
NONHSAG056491.1,HSALNG0004006,l01253
-,HSALNG0004009,l01254
NONHSAG057832.1,HSALNG0004010,l01255
NONHSAG001658.2,HSALNG0004015,l01256
-,HSALNG0004016,l01257
-,HSALNG0141776,l01258
-,HSALNG0141777,l01259
-,HSALNG0141781,l01260
-,HSALNG0004023,l01261
NONHSAG001662.2,HSALNG0004024,l01262
-,HSALNG0004027,l01263
-,HSALNG0004029,l01264
-,HSALNG0004034,l01265
-,HSALNG0004038,l01266
NONHSAG001666.2,HSALNG0004041,l01267
-,HSALNG0004043,l01268
NONHSAG001668.2,HSALNG0004044,l01269
-,HSALNG0004051,l01270
-,HSALNG0004053,l01271
NONHSAG001673.2,HSALNG0004054,l01272
-,HSALNG0004058,l01273
-,HSALNG0004080,l01274
NONHSAG057837.1,HSALNG0004085,l01275
-,HSALNG0004086,l01276
NONHSAG057839.1,HSALNG0004091,l01277
-,HSALNG0004095,l01278
-,HSALNG0004097,l01279
-,HSALNG0004099,l01280
-,HSALNG0004103,l01281
-,HSALNG0004104,l01282
-,HSALNG0004105,l01283
-,HSALNG0004106,l01284
-,HSALNG0004107,l01285
-,HSALNG0004108,l01286
-,HSALNG0004109,l01287
-,HSALNG0004118,l01288
NONHSAG057845.1,HSALNG0004119,l01289
-,HSALNG0004120,l01290
-,HSALNG0004127,l01291
-,HSALNG0004122,l01292
NONHSAG001705.2,HSALNG0141784,l01293
-,HSALNG0004125,l01294
NONHSAG056512.1,HSALNG0004128,l01295
-,HSALNG0004130,l01296
NONHSAG001709.2,HSALNG0004131,l01297
-,HSALNG0004139,l01298
-,HSALNG0004143,l01299
-,HSALNG0004144,l01300
-,HSALNG0004146,l01301
-,HSALNG0004147,l01302
-,HSALNG0004149,l01303
NONHSAG001716.2,HSALNG0004150,l01304
NONHSAG056517.1,HSALNG0004167,l01305
NONHSAG001722.3,HSALNG0004173,l01306
NONHSAG057851.1,HSALNG0004174,l01307
-,HSALNG0004183,l01308
-,HSALNG0004196,l01309
-,HSALNG0004197,l01310
NONHSAG001731.2,HSALNG0004200,l01311
NONHSAG104927.1,HSALNG0004201,l01312
NONHSAG001732.2,HSALNG0004203,l01313
-,HSALNG0004206,l01314
-,HSALNG0004207,l01315
-,HSALNG0004209,l01316
-,HSALNG0004214,l01317
-,HSALNG0141787,l01318
-,HSALNG0004215,l01319
-,HSALNG0142211,l01320
-,HSALNG0004218,l01321
-,HSALNG0004222,l01322
NONHSAG001742.2,HSALNG0004225,l01323
-,HSALNG0141788,l01324
-,HSALNG0142212,l01325
-,HSALNG0004229,l01326
-,HSALNG0004232,l01327
NONHSAG056522.1,HSALNG0004233,l01328
-,HSALNG0004238,l01329
NONHSAG105421.1,HSALNG0004242,l01330
NONHSAG001747.2,HSALNG0004245,l01331
NONHSAG001750.2,HSALNG0004267,l01332
NONHSAG001754.2,HSALNG0004276,l01333
-,HSALNG0142214,l01334
NONHSAG001755.2,HSALNG0004277,l01335
-,HSALNG0004279,l01336
-,HSALNG0004287,l01337
-,HSALNG0004289,l01338
-,HSALNG0004290,l01339
-,HSALNG0004294,l01340
-,HSALNG0004296,l01341
-,HSALNG0004297,l01342
-,HSALNG0004298,l01343
-,HSALNG0004300,l01344
-,HSALNG0142216,l01345
-,HSALNG0004304,l01346
NONHSAG001768.2,HSALNG0004305,l01347
-,HSALNG0004321,l01348
-,HSALNG0004322,l01349
NONHSAG057864.1,HSALNG0004324,l01350
-,HSALNG0004325,l01351
-,HSALNG0004327,l01352
-,HSALNG0141790,l01353
-,HSALNG0004329,l01354
NONHSAG056532.1,HSALNG0004334,l01355
-,HSALNG0004337,l01356
-,HSALNG0004340,l01357
-,HSALNG0004342,l01358
-,HSALNG0004343,l01359
-,HSALNG0004345,l01360
-,HSALNG0004354,l01361
-,HSALNG0004356,l01362
NONHSAG056538.1,HSALNG0004357,l01363
NONHSAG057870.1,HSALNG0004361,l01364
NONHSAG001789.2,HSALNG0004362,l01365
-,HSALNG0004364,l01366
-,HSALNG0004367,l01367
NONHSAG056539.1,HSALNG0004368,l01368
-,HSALNG0004372,l01369
-,HSALNG0004374,l01370
-,HSALNG0004378,l01371
NONHSAG056540.1,HSALNG0004379,l01372
NONHSAG056541.1,HSALNG0004382,l01373
-,HSALNG0141792,l01374
-,HSALNG0004394,l01375
-,HSALNG0004395,l01376
-,HSALNG0141793,l01377
NONHSAG001805.2,HSALNG0004397,l01378
-,HSALNG0004399,l01379
NONHSAG056544.1,HSALNG0004403,l01380
NONHSAG001812.2,HSALNG0004409,l01381
-,HSALNG0004410,l01382
NONHSAG001813.2,HSALNG0004411,l01383
NONHSAG001815.3,HSALNG0004412,l01384
-,HSALNG0004413,l01385
-,HSALNG0142220,l01386
-,HSALNG0004414,l01387
NONHSAG001818.2,HSALNG0004417,l01388
-,HSALNG0004422,l01389
-,HSALNG0004423,l01390
-,HSALNG0004424,l01391
-,HSALNG0004425,l01392
NONHSAG057877.1,HSALNG0004427,l01393
NONHSAG056549.1,HSALNG0004432,l01394
-,HSALNG0004442,l01395
-,HSALNG0004443,l01396
NONHSAG001826.2,HSALNG0004453,l01397
NONHSAG001828.2,HSALNG0004455,l01398
-,HSALNG0004458,l01399
-,HSALNG0004459,l01400
-,HSALNG0004461,l01401
-,HSALNG0004465,l01402
-,HSALNG0004475,l01403
-,HSALNG0004478,l01404
-,HSALNG0004479,l01405
-,HSALNG0004483,l01406
-,HSALNG0004484,l01407
-,HSALNG0004487,l01408
-,HSALNG0004490,l01409
NONHSAG001837.2,HSALNG0004492,l01410
NONHSAG056557.1,HSALNG0004491,l01411
-,HSALNG0004494,l01412
NONHSAG001840.2,HSALNG0004497,l01413
NONHSAG056559.1,HSALNG0004504,l01414
-,HSALNG0004505,l01415
-,HSALNG0004517,l01416
-,HSALNG0004528,l01417
-,HSALNG0004530,l01418
-,HSALNG0004531,l01419
NONHSAG056562.1,HSALNG0004532,l01420
NONHSAG001852.2,HSALNG0004534,l01421
-,HSALNG0004541,l01422
-,HSALNG0142223,l01423
-,HSALNG0004554,l01424
-,HSALNG0004558,l01425
-,HSALNG0004559,l01426
-,HSALNG0004561,l01427
-,HSALNG0004562,l01428
NONHSAG001863.2,HSALNG0004563,l01429
-,HSALNG0004568,l01430
-,HSALNG0004570,l01431
-,HSALNG0004574,l01432
NONHSAG001869.2,HSALNG0004578,l01433
-,HSALNG0004580,l01434
-,HSALNG0004583,l01435
-,HSALNG0004585,l01436
-,HSALNG0004587,l01437
NONHSAG057887.1,HSALNG0004588,l01438
-,HSALNG0004596,l01439
-,HSALNG0004597,l01440
-,HSALNG0004601,l01441
NONHSAG056570.1,HSALNG0004607,l01442
-,HSALNG0142225,l01443
-,HSALNG0004615,l01444
-,HSALNG0004622,l01445
-,HSALNG0004623,l01446
-,HSALNG0004624,l01447
-,HSALNG0004625,l01448
NONHSAG057890.1,HSALNG0004628,l01449
NONHSAG001887.2,HSALNG0004641,l01450
-,HSALNG0004656,l01451
-,HSALNG0142226,l01452
-,HSALNG0004657,l01453
-,HSALNG0004660,l01454
-,HSALNG0141801,l01455
-,HSALNG0004661,l01456
-,HSALNG0004663,l01457
-,HSALNG0004664,l01458
-,HSALNG0004668,l01459
-,HSALNG0142227,l01460
-,HSALNG0004676,l01461
-,HSALNG0004677,l01462
-,HSALNG0004681,l01463
-,HSALNG0004691,l01464
-,HSALNG0004694,l01465
NONHSAG104942.1,HSALNG0004695,l01466
-,HSALNG0141803,l01467
NONHSAG001911.2,HSALNG0004710,l01468
-,HSALNG0004711,l01469
-,HSALNG0004713,l01470
-,HSALNG0004715,l01471
-,HSALNG0004716,l01472
-,HSALNG0004717,l01473
NONHSAG057897.1,HSALNG0004722,l01474
-,HSALNG0004723,l01475
-,HSALNG0004730,l01476
-,HSALNG0004732,l01477
NONHSAG001922.2,HSALNG0004734,l01478
-,HSALNG0004735,l01479
-,HSALNG0004736,l01480
-,HSALNG0004737,l01481
NONHSAG057899.1,HSALNG0004742,l01482
-,HSALNG0004744,l01483
NONHSAG056585.1,HSALNG0004745,l01484
NONHSAG057900.1,HSALNG0004747,l01485
-,HSALNG0004748,l01486
-,HSALNG0004750,l01487
-,HSALNG0004751,l01488
-,HSALNG0004752,l01489
NONHSAG001928.2,HSALNG0004753,l01490
-,HSALNG0004765,l01491
-,HSALNG0004771,l01492
-,HSALNG0004774,l01493
NONHSAG001933.2,HSALNG0004775,l01494
-,HSALNG0004776,l01495
NONHSAG057902.1,HSALNG0004777,l01496
-,HSALNG0004778,l01497
NONHSAG057903.1,HSALNG0004779,l01498
NONHSAG057904.1,HSALNG0004781,l01499
-,HSALNG0004784,l01500
NONHSAG001937.2,HSALNG0004785,l01501
NONHSAG001938.2,HSALNG0004786,l01502
-,HSALNG0004792,l01503
-,HSALNG0004791,l01504
-,HSALNG0004794,l01505
NONHSAG001943.2,HSALNG0004795,l01506
-,HSALNG0004800,l01507
NONHSAG001948.3,HSALNG0004803,l01508
-,HSALNG0004804,l01509
-,HSALNG0141804,l01510
-,HSALNG0004805,l01511
-,HSALNG0004806,l01512
NONHSAG056594.1,HSALNG0004810,l01513
-,HSALNG0004811,l01514
NONHSAG104943.1,HSALNG0004812,l01515
-,HSALNG0004813,l01516
NONHSAG001952.2,HSALNG0004814,l01517
-,HSALNG0004816,l01518
-,HSALNG0141805,l01519
NONHSAG057908.1,HSALNG0004819,l01520
-,HSALNG0004820,l01521
-,HSALNG0004829,l01522
-,HSALNG0004838,l01523
NONHSAG001963.2,HSALNG0004839,l01524
-,HSALNG0004847,l01525
-,HSALNG0004848,l01526
NONHSAG001966.2,HSALNG0004853,l01527
-,HSALNG0004858,l01528
-,HSALNG0004863,l01529
NONHSAG056598.1,HSALNG0004865,l01530
NONHSAG001970.2,HSALNG0004866,l01531
NONHSAG056599.1,HSALNG0004869,l01532
NONHSAG105441.1,HSALNG0004870,l01533
-,HSALNG0004876,l01534
-,HSALNG0004878,l01535
-,HSALNG0004879,l01536
-,HSALNG0004894,l01537
-,HSALNG0004903,l01538
